========================================
JOB:       12004108
TASK:      16
ALGORITHM: fedavg
PARTITION: iid
SEED:      44
GPU:       0
========================================
Device: cuda
GPU: Tesla V100-PCIE-32GB
Round 0 | test_loss=3.0410 test_acc=0.1229
Round 1 | selected=[38, 24, 76, 63, 8, 52, 11, 60, 94, 16]
Round 1 | train_loss=2.3217 train_acc=0.1238 test_loss=2.2352 test_acc=0.1619
Round 2 | selected=[38, 88, 40, 98, 58, 91, 39, 56, 35, 96]
Round 2 | train_loss=2.1921 train_acc=0.1768 test_loss=2.1042 test_acc=0.2158
Round 3 | selected=[63, 8, 77, 16, 70, 81, 90, 68, 18, 54]
Round 3 | train_loss=2.1094 train_acc=0.2130 test_loss=2.0339 test_acc=0.2393
Round 4 | selected=[62, 58, 33, 61, 76, 14, 29, 71, 39, 27]
Round 4 | train_loss=2.0667 train_acc=0.2388 test_loss=1.9559 test_acc=0.2810
Round 5 | selected=[10, 71, 32, 79, 27, 87, 48, 53, 59, 76]
Round 5 | train_loss=2.0140 train_acc=0.2424 test_loss=1.9161 test_acc=0.2681
Round 6 | selected=[96, 43, 42, 70, 26, 67, 35, 12, 51, 55]
Round 6 | train_loss=1.9699 train_acc=0.2522 test_loss=1.8903 test_acc=0.2818
Round 7 | selected=[41, 62, 97, 46, 72, 24, 32, 30, 19, 21]
Round 7 | train_loss=1.9116 train_acc=0.2852 test_loss=1.8278 test_acc=0.3068
Round 8 | selected=[14, 39, 84, 69, 58, 11, 79, 44, 99, 86]
Round 8 | train_loss=1.8780 train_acc=0.2994 test_loss=1.7936 test_acc=0.3347
Round 9 | selected=[65, 67, 19, 15, 83, 72, 91, 25, 0, 3]
Round 9 | train_loss=1.8551 train_acc=0.3044 test_loss=1.7672 test_acc=0.3382
Round 10 | selected=[41, 79, 99, 18, 46, 7, 20, 74, 73, 33]
Round 10 | train_loss=1.8439 train_acc=0.3030 test_loss=1.8883 test_acc=0.2851
Round 11 | selected=[26, 48, 65, 63, 77, 20, 12, 81, 83, 30]
Round 11 | train_loss=1.8139 train_acc=0.3180 test_loss=1.7740 test_acc=0.3243
Round 12 | selected=[17, 12, 30, 9, 67, 97, 87, 35, 65, 14]
Round 12 | train_loss=1.7909 train_acc=0.3310 test_loss=1.7348 test_acc=0.3341
Round 13 | selected=[38, 49, 87, 82, 5, 97, 31, 93, 80, 58]
Round 13 | train_loss=1.7727 train_acc=0.3346 test_loss=1.6907 test_acc=0.3665
Round 14 | selected=[76, 65, 90, 20, 87, 52, 7, 28, 4, 81]
Round 14 | train_loss=1.7403 train_acc=0.3476 test_loss=1.6684 test_acc=0.3794
Round 15 | selected=[67, 29, 12, 96, 70, 48, 17, 83, 93, 62]
Round 15 | train_loss=1.7327 train_acc=0.3556 test_loss=1.6467 test_acc=0.3925
Round 16 | selected=[31, 16, 28, 87, 57, 21, 71, 24, 37, 83]
Round 16 | train_loss=1.7370 train_acc=0.3488 test_loss=1.6245 test_acc=0.3963
Round 17 | selected=[11, 21, 65, 34, 43, 10, 99, 71, 40, 14]
Round 17 | train_loss=1.7066 train_acc=0.3624 test_loss=1.5906 test_acc=0.4053
Round 18 | selected=[49, 17, 56, 0, 16, 99, 80, 6, 44, 40]
Round 18 | train_loss=1.6703 train_acc=0.3620 test_loss=1.5714 test_acc=0.4146
Round 19 | selected=[70, 38, 57, 98, 74, 14, 71, 81, 28, 97]
