SplitFed,cifar10,ResNet10,1,1.9918633542060853,0.26068,1.9399200486183166,0.2546,10,0,187.2644805908203,187.2644805908203,374.5289611816406,6400.0,6400.0,0.19073486328125,12800.190734863281,13174.719696044922,157.58745787679217,163.12324441224337,157.62222316032276,163.15663854032755,824.3853321508504,10,0,187.2644805908203,0.0,187.2644805908203,1280.0,0.03814697265625,1280.0381469726562,1467.3026275634766,9.325283268513157,9.808766630943865,9.325283268513157,9.808766630943865,0.0001004696823656559,561.7934417724609,14080.228881835938,14642.022323608398,14642.022323608398,871.9730894812383,871.9730894812383
SplitFed,cifar10,ResNet10,2,1.758824945640564,0.3509777777777778,1.622662412548065,0.3986,9,0,168.53803253173828,168.53803253173828,337.07606506347656,5760.0,5760.0,0.171661376953125,11520.171661376953,11857.24772644043,142.99979557842016,151.55398449022323,143.02435929612773,151.5766359558329,684.1526208803989,10,0,187.2644805908203,0.0,187.2644805908203,1280.0,0.03814697265625,1280.0381469726562,1467.3026275634766,9.574358096066863,9.807236341759562,9.574358096066863,9.807236341759562,7.498962804675102e-05,524.3405456542969,12800.20980834961,13324.550354003906,27966.572677612305,733.1807085052133,1605.1537979864515
SplitFed,cifar10,ResNet10,3,1.6446718312072754,0.39236,1.5241860084533692,0.4422,10,0,187.2644805908203,187.2644805908203,374.5289611816406,6400.0,6400.0,0.19073486328125,12800.190734863281,13174.719696044922,153.0726998074446,158.50923151196912,153.09389012656175,158.52177112316713,767.2327142539434,10,0,187.2644805908203,0.0,187.2644805908203,1280.0,0.03814697265625,1280.0381469726562,1467.3026275634766,9.148591330228374,9.607424526941031,9.148591330228374,9.607424526941031,5.368003621697426e-05,561.7934417724609,14080.228881835938,14642.022323608398,42608.5950012207,814.0033317068592,2419.1571296933107
SplitFed,cifar10,ResNet10,4,1.5633724120616912,0.42705,1.4031757351875305,0.4932,8,0,149.81158447265625,149.81158447265625,299.6231689453125,5120.0,5120.0,0.152587890625,10240.152587890625,10539.775756835938,150.26035281229997,152.9764774609357,150.29577543732012,153.0171331949532,602.5322414617985,10,0,187.2644805908203,0.0,187.2644805908203,1280.0,0.03814697265625,1280.0381469726562,1467.3026275634766,9.345382991200314,9.965458273887634,9.345382991200314,9.965458273887634,4.8209913074970245e-05,486.8876495361328,11520.190734863281,12007.078384399414,54615.67338562012,650.7398628210649,3069.8969925143756
SplitFed,cifar10,ResNet10,5,1.486564728679657,0.45728,1.3415305285453796,0.5082,10,0,187.2644805908203,187.2644805908203,374.5289611816406,6400.0,6400.0,0.19073486328125,12800.190734863281,13174.719696044922,140.85627487828023,154.63041104003787,140.8776692727115,154.65275073517114,706.0333400899544,10,0,187.2644805908203,0.0,187.2644805908203,1280.0,0.03814697265625,1280.0381469726562,1467.3026275634766,9.20298093627207,9.620229048188776,9.20298093627207,9.620229048188776,5.13601116836071e-05,561.7934417724609,14080.228881835938,14642.022323608398,69257.69570922852,753.3775221011601,3823.2745146155357
SplitFed,cifar10,ResNet10,6,1.4405884613778857,0.47528888888888887,1.29505,0.5288,9,0,168.53803253173828,168.53803253173828,337.07606506347656,5760.0,5760.0,0.171661376953125,11520.171661376953,11857.24772644043,134.34529697755352,150.90020553721115,134.36979188294046,150.9441953971982,647.77938360814,10,0,187.2644805908203,0.0,187.2644805908203,1280.0,0.03814697265625,1280.0381469726562,1467.3026275634766,9.483489297097549,9.77026904700324,9.483489297097549,9.77026904700324,7.387995719909668e-05,524.3405456542969,12800.20980834961,13324.550354003906,82582.24606323242,696.3318699300289,4519.606384545565
SplitFed,cifar10,ResNet10,7,1.4069031844902038,0.48412,1.2284715490341187,0.5612,10,0,187.2644805908203,187.2644805908203,374.5289611816406,6400.0,6400.0,0.19073486328125,12800.190734863281,13174.719696044922,148.97830970860088,153.22313391789794,148.99958364916967,153.24269465077668,746.4498470067047,10,0,187.2644805908203,0.0,187.2644805908203,1280.0,0.03814697265625,1280.0381469726562,1467.3026275634766,9.282128886086866,9.818852674681693,9.282128886086866,9.818852674681693,5.1460228860378265e-05,561.7934417724609,14080.228881835938,14642.022323608398,97224.26838684082,793.9742002910934,5313.580584836658
SplitFed,cifar10,ResNet10,8,1.3600436327525547,0.5105142857142857,1.2311444217681884,0.5584,7,0,131.08513641357422,131.08513641357422,262.17027282714844,4480.0,4480.0,0.133514404296875,8960.133514404297,9222.303787231445,141.47904173843563,154.97527929814532,141.5053898117372,154.99935248913243,535.4305193666369,10,0,187.2644805908203,0.0,187.2644805908203,1280.0,0.03814697265625,1280.0381469726562,1467.3026275634766,9.672552325204014,10.210174986161292,9.672552325204014,10.210174986161292,7.050018757581711e-05,449.43475341796875,10240.171661376953,10689.606414794922,107913.87480163574,584.865807633847,5898.446392470505
SplitFed,cifar10,ResNet10,9,1.326732656288147,0.5196,1.2008850030899048,0.5718,9,0,168.53803253173828,168.53803253173828,337.07606506347656,5760.0,5760.0,0.171661376953125,11520.171661376953,11857.24772644043,144.82758577638822,153.91179869882762,144.84730908947273,153.93200655234978,694.1374201541767,10,0,187.2644805908203,0.0,187.2644805908203,1280.0,0.03814697265625,1280.0381469726562,1467.3026275634766,9.997973320260645,10.61289239116013,9.997973320260645,10.61289239116013,5.0819944590330124e-05,524.3405456542969,12800.20980834961,13324.550354003906,121238.42515563965,745.2605625828728,6643.706955053378
SplitFed,cifar10,ResNet10,10,1.298547886648178,0.52848,1.1428952527999878,0.591,10,0,187.2644805908203,187.2644805908203,374.5289611816406,6400.0,6400.0,0.19073486328125,12800.190734863281,13174.719696044922,157.3935740079265,162.9824518011883,157.41702087339945,162.9973309612833,788.5118034998886,10,0,187.2644805908203,0.0,187.2644805908203,1280.0,0.03814697265625,1280.0381469726562,1467.3026275634766,9.46521912640892,9.867785288020968,9.46521912640892,9.867785288020968,7.599033415317535e-05,561.7934417724609,14080.228881835938,14642.022323608398,135880.44747924805,836.9106181059033,7480.617573159281
