round,train_loss,train_accuracy,test_loss,test_accuracy,num_fit_clients,num_fit_examples,run_completed
1,4.034413324185806,0.048912228057014256,nan,nan,20,6665,False
2,3.801018279774558,0.05765135381807119,nan,nan,20,6574,False
3,3.768397128641166,0.05519627011580689,nan,nan,20,6649,False
4,3.719286370007788,0.05880452342487884,nan,nan,20,6190,False
5,3.7463239743667023,0.05869601467400367,nan,nan,20,5997,False
6,3.7572830186748214,0.05688190995032847,nan,nan,20,6241,False
7,3.739197833965801,0.0607115821347464,nan,nan,20,6605,False
8,3.7498126680782224,0.05902079141515761,nan,nan,20,5964,False
9,3.727754623063476,0.06223207686622321,nan,nan,20,6765,False
10,3.743684537417572,0.05613399728383884,3.7331235589325638,0.05907911070985216,20,6627,False
11,3.7255082014760372,0.05605275553462082,nan,nan,20,6369,False
12,3.7075237805208285,0.06764111335717618,nan,nan,20,6431,False
13,3.7215009813564492,0.05427841634738186,nan,nan,20,6264,False
14,3.7133834691635483,0.0665446681084678,nan,nan,20,6011,False
15,3.720582676866618,0.06056338028169014,nan,nan,20,6390,False
16,3.7357327138872813,0.06037675092577685,nan,nan,20,6211,False
17,3.7165173509289864,0.06745389841475251,nan,nan,20,6182,False
18,3.721035105651858,0.062360801781737196,nan,nan,20,6286,False
19,3.694535187839625,0.0612635609444799,nan,nan,20,6268,False
20,3.702238285795171,0.059416863672182824,3.708557066563868,0.05907911070985216,20,6345,False
21,3.690176350820799,0.06111203873768576,nan,nan,20,5989,False
22,3.706307256879182,0.06405249179815654,nan,nan,20,6401,False
23,3.6947539112617536,0.06738627602158828,nan,nan,20,6485,False
24,3.720626015406232,0.06983725707062727,nan,nan,20,6329,False
25,3.693774927146037,0.06471345782356729,nan,nan,20,6212,False
26,3.68363675921583,0.07090268886043534,nan,nan,20,6248,False
27,3.7153255484585905,0.06805019305019305,nan,nan,20,6216,False
28,3.688599354891852,0.07217296624669467,nan,nan,20,6429,False
29,3.70245993539916,0.063634820974037,nan,nan,20,5893,False
30,3.6804924746897134,0.06821303219899283,3.682206412360464,0.10021442275138247,20,6553,False
31,3.6976306267335857,0.07637345188948873,nan,nan,20,6298,False
32,3.6789203827579033,0.07733501338793511,nan,nan,20,6349,False
33,3.6706557873160386,0.07071471835251363,nan,nan,20,6604,False
34,3.673228087984836,0.07924408448467524,nan,nan,20,6297,False
35,3.6694858737652516,0.06647447854841444,nan,nan,20,5897,False
36,3.6439841445194947,0.08292465448060633,nan,nan,20,6729,False
37,3.644690436501343,0.07185339977495579,nan,nan,20,6221,False
38,3.645839649748375,0.08654722137868205,nan,nan,20,6586,False
39,3.6379345498550784,0.07758194696096195,nan,nan,20,6071,False
40,3.622763736335744,0.08771929824561403,3.614599478620127,0.07933641801151112,20,6441,False
41,3.5920934569790335,0.08821292775665399,nan,nan,20,6575,False
42,3.5607247360218466,0.11031649421789409,nan,nan,20,6572,False
43,3.5280162710396183,0.12032574372610935,nan,nan,20,6017,False
44,3.497527559214208,0.11487878307716685,nan,nan,20,6311,False
45,3.4888045506006042,0.1270823417420276,nan,nan,20,6303,False
46,3.447374446270027,0.12299465240641712,nan,nan,20,6545,False
47,3.3623969602724633,0.14889677518901404,nan,nan,20,6481,False
48,3.312854263280173,0.16336477987421383,nan,nan,20,6360,False
49,3.2289875201127685,0.1845486917479486,nan,nan,20,6459,False
50,3.2244475507549213,0.18494117647058825,3.1223516420375788,0.25318812775081817,20,6375,False
51,3.051017250321355,0.2254481992701888,nan,nan,20,6303,False
52,3.029062394252116,0.24153534092682166,nan,nan,20,6409,False
53,2.883803615570068,0.2613533834586466,nan,nan,20,6650,False
54,2.776763394474983,0.2862179487179487,nan,nan,20,6240,False
55,2.7183427474024433,0.30517190714075815,nan,nan,20,6806,False
56,2.6607607539732516,0.3199172764874324,nan,nan,20,6286,False
57,2.609229826977896,0.325261780104712,nan,nan,20,6112,False
58,2.6107418537139893,0.31890515595162316,nan,nan,20,6284,False
59,2.4651471362579565,0.3618002544529262,nan,nan,20,6288,False
60,2.3911374804548458,0.39088766692851534,2.4073865310344775,0.38460670353233267,20,6365,False
61,2.2876810134410555,0.38915547024952013,nan,nan,20,6252,False
62,2.3362875956761475,0.3974570673712021,nan,nan,20,6056,False
63,2.316271117465823,0.3935846030473136,nan,nan,20,6235,False
64,2.1806388481034022,0.43085293085293086,nan,nan,20,5698,False
65,2.1364258510730934,0.42545237027067445,nan,nan,20,6687,False
66,2.1498959123700794,0.44624104017336225,nan,nan,20,5999,False
67,2.1505844082581116,0.4310722100656455,nan,nan,20,5941,False
68,2.023331428171466,0.4772406492589979,nan,nan,20,5668,False
69,2.0234822026958943,0.4703408920258297,nan,nan,20,6659,False
70,1.929769391570002,0.5021840873634945,1.9940547386554088,0.4731407290373547,20,6410,False
71,1.8968444784130494,0.49014366855997327,nan,nan,20,5986,False
72,1.945328891617596,0.4838759450702052,nan,nan,20,6481,False
73,1.8852288775426245,0.4968915138327634,nan,nan,20,6434,False
74,1.7518356008013114,0.5366311834690044,nan,nan,20,6388,False
75,1.7067667036412857,0.5497415008616638,nan,nan,20,6383,False
76,1.7818579570011195,0.5352914039673997,nan,nan,20,6503,False
77,1.6895381910882248,0.5472972972972973,nan,nan,20,6216,False
78,1.6734869908848988,0.5615497793035802,nan,nan,20,6117,False
79,1.6167442524617321,0.5652439957166896,nan,nan,20,6537,False
80,1.6372363725040053,0.5626789691377665,1.6776477138152066,0.5559756235187902,20,6286,False
81,1.5226482323271335,0.5975129859908704,nan,nan,20,6353,False
82,1.4990465927829273,0.5947034226420939,nan,nan,20,6457,False
83,1.5605536750332951,0.5801856594110115,nan,nan,20,6248,False
84,1.5441279136922599,0.5846548133909979,nan,nan,20,6243,False
85,1.5275273260879316,0.5834211450649807,nan,nan,20,5694,False
