round,train_loss,train_accuracy,test_loss,test_accuracy,num_fit_clients,num_fit_examples,tau_eff,mean_local_normalizer,mean_local_steps,run_completed
1,4.017379173244538,0.05676578152329464,nan,nan,20,6289,47.07844154327323,44.52879346680554,10.35,False
2,3.7978509182360343,0.057198888707305114,nan,nan,20,6119,43.69661677082674,42.67652311416849,10.15,False
3,3.771009324314794,0.057955080885817495,nan,nan,20,6367,44.859806547018,43.97313969302849,10.35,False
4,3.767616175741038,0.05589430894308943,nan,nan,20,5904,41.93982339095177,40.43798574971301,9.8,False
5,3.749142595208417,0.058381984987489574,nan,nan,20,5995,42.010863534946274,40.732265470053996,9.85,False
6,3.7281845776185993,0.05504290108466893,nan,nan,20,6177,44.24071545947122,42.57330174773749,10.1,False
7,3.7496603060297558,0.0572255264426941,nan,nan,20,6221,44.49537212395365,42.88528057914249,10.15,False
8,3.733009372388211,0.06473398122220392,nan,nan,20,6071,42.181071505763654,41.021121303548995,9.9,False
9,3.716372979682365,0.06760262475202197,nan,nan,20,6553,47.410437377909155,46.39744733429554,10.7,False
10,3.7262577109437567,0.05891694457678259,3.722907223102538,0.10489786705789414,20,6297,46.65625789101745,44.64625662535054,10.4,False
11,3.721551821691895,0.06595845885524021,nan,nan,20,6307,45.391209557686466,44.05922646278674,10.35,False
12,3.7179550454340267,0.06422440220723483,nan,nan,20,6524,46.396487203439655,45.9232301678385,10.65,False
13,3.733261990138967,0.05614684559617461,nan,nan,20,6483,45.93137937836489,45.291279632388495,10.55,False
14,3.708249783877985,0.06059239212148549,nan,nan,20,6651,49.245119897650255,47.90426105179855,10.9,False
15,3.7347939039710143,0.05618658185673179,nan,nan,20,6603,47.47834192951908,46.69172705463654,10.75,False
16,3.7216748543699527,0.055846422338568937,nan,nan,20,6303,46.440284640141506,44.310277091994784,10.35,False
17,3.7029361910580842,0.06175548589341693,nan,nan,20,6380,45.90741265505133,44.46601546070299,10.4,False
18,3.712553007000258,0.057151731635347106,nan,nan,20,6439,44.9926603479935,44.536904222414485,10.45,False
19,3.7121735663331643,0.06639201394390747,nan,nan,20,6311,45.564763881307975,43.92493418837154,10.3,False
20,3.697160541447234,0.06245450575047314,3.704185870549114,0.07064665387653764,20,6869,51.37635910806952,50.286882248449196,11.25,False
21,3.682716085721622,0.06859479103573592,nan,nan,20,6604,48.17058471791091,46.8559739709481,10.75,False
22,3.6815610259360696,0.07292150487691593,nan,nan,20,6459,46.94503783600505,45.7783225693675,10.6,False
23,3.706869604304931,0.06854103343465046,nan,nan,20,6580,46.89982809735822,46.012997432242244,10.65,False
24,3.6959138734859622,0.07429022082018927,nan,nan,20,6340,44.50273568536682,43.374313609388,10.25,False
25,3.6917409020068517,0.06809583858764187,nan,nan,20,6344,45.793922926749424,44.232792996852005,10.35,False
26,3.672597858397468,0.07350879925245289,nan,nan,20,6421,46.66158759753835,45.41908965170959,10.55,False
27,3.6903505279342403,0.07391933151213241,nan,nan,20,6223,44.26685452461447,42.7989479886925,10.15,False
28,3.6597539698730284,0.06846043623626812,nan,nan,20,6281,44.3589925626797,43.34002904844753,10.25,False
29,3.6791299835637314,0.06889285135354191,nan,nan,20,6169,44.38273336631059,42.805299532376054,10.15,False
30,3.6764228543000046,0.0648403306856865,3.656123106426639,0.10252793138471956,20,6169,42.970974632783225,41.71697469632348,10.0,False
31,3.641326741893689,0.08378170637970792,nan,nan,20,6505,48.145961114369776,46.07146837446505,10.6,False
32,3.6429201100924242,0.07234805279452501,nan,nan,20,6137,44.26816951295588,42.305969274742495,10.05,False
33,3.640603567970756,0.0846869578930768,nan,nan,20,6341,45.10430231577794,43.5226550014385,10.25,False
34,3.640774766300228,0.08457040035987404,nan,nan,20,6669,49.13257391882419,47.63180841048905,10.85,False
35,3.599562258807418,0.08837445082798243,nan,nan,20,5918,42.342231928016844,40.52902956462799,9.8,False
36,3.569370935498076,0.11120051496620534,nan,nan,20,6214,44.17331789763502,42.74488345945254,10.15,False
37,3.548175631421904,0.1106145251396648,nan,nan,20,6265,44.720476155005784,43.427392368717044,10.25,False
38,3.515888357751808,0.11530037546933668,nan,nan,20,6392,46.152565932220114,44.30814628196249,10.35,False
39,3.478452403544992,0.12965674312672848,nan,nan,20,6147,43.44487690420347,42.329338973718485,10.1,False
40,3.457470954232754,0.15105312794718642,3.41283101169671,0.15957566866042208,20,6362,46.7829825522167,44.908403881652646,10.45,False
41,3.421004046261718,0.13113735239279056,nan,nan,20,6436,47.671960303157746,45.42843546069359,10.5,False
42,3.3519832058061163,0.15993511759935117,nan,nan,20,6165,44.23193665187601,42.783257458887995,10.15,False
43,3.2863327251888315,0.17279752704791346,nan,nan,20,6470,49.01751246089259,46.38023447624204,10.65,False
44,3.2571387717899825,0.16848427374743163,nan,nan,20,6327,46.05773399709892,44.043678568250044,10.3,False
45,3.1599359978438035,0.21373785580364751,nan,nan,20,5867,40.222267949566536,38.75871453229899,9.55,False
46,3.0622171969548893,0.24057925879788228,nan,nan,20,6422,44.62114818058705,44.19380952045949,10.4,False
47,2.9636379089261693,0.24192289683159046,nan,nan,20,6407,47.66586455601199,45.673797339015046,10.55,False
48,2.8928639914333183,0.27786805329866754,nan,nan,20,6154,44.07980482906019,42.47212709961154,10.1,False
49,2.835212576025533,0.28646748681898065,nan,nan,20,6259,46.46652451970676,43.69235176261559,10.2,False
50,2.6580545093629744,0.3153069153069153,2.731865877061729,0.30273106872813454,20,6435,48.00030032928879,46.31786077002958,10.65,False
51,2.7057742737945247,0.31118367346938774,nan,nan,20,6125,44.840474365769076,42.933830371697496,10.15,False
52,2.5236575008528326,0.35131017672151127,nan,nan,20,6564,48.11855530028123,46.812040487495494,10.75,False
53,2.4520267067355146,0.37565716106420266,nan,nan,20,6277,46.318349706483275,44.29084816970504,10.35,False
54,2.344635020493711,0.4062303335431089,nan,nan,20,6356,45.67746890371058,44.669770079117036,10.45,False
55,2.248854250150581,0.4197623702812453,nan,nan,20,6649,49.109974541976484,48.15999243348404,10.95,False
56,2.2172154949332743,0.4232466149399057,nan,nan,20,6573,47.42911203864963,46.426891291459555,10.7,False
57,2.28747391886106,0.4178231065039291,nan,nan,20,5981,44.07680483315364,40.932992719846744,9.8,False
58,2.171545573988602,0.4361254094525035,nan,nan,20,6411,46.18783110463899,45.340094614002496,10.55,False
59,2.13132026935215,0.4464202152550304,nan,nan,20,6411,45.06166640708829,44.29686337053349,10.4,False
60,2.1427166448822628,0.44824950313407735,2.1080165240312856,0.4586954068389572,20,6541,46.266500653559746,45.613259917693,10.6,False
61,2.090788748898324,0.4484076433121019,nan,nan,20,6280,45.70629168518679,43.887220953446246,10.3,False
62,1.8497476087803821,0.5228915662650603,nan,nan,20,6225,46.71780651784906,43.90438041220264,10.25,False
63,1.9033757017223558,0.49952305246422896,nan,nan,20,6290,45.37399261322396,43.55216328953555,10.25,False
64,1.9661531886105583,0.4932421429734571,nan,nan,20,6141,43.91340393617444,41.95721608131204,10.0,False
65,1.8976130507677627,0.49959967974379504,nan,nan,20,6245,44.94319768244851,43.47476767666204,10.25,False
66,1.704763163379489,0.5536182687856812,nan,nan,20,6481,47.00888497958023,45.562973555800546,10.55,False
67,1.7792672458110976,0.530370136032901,nan,nan,20,6322,47.017903626882074,44.77076235711005,10.4,False
68,1.7805718804077255,0.5298447751640263,nan,nan,20,6249,46.46764710563701,43.54618661817959,10.2,False
69,1.7035084123918367,0.5521858364252299,nan,nan,20,6199,43.42397406205012,42.05249317538251,10.05,False
70,1.7103154700500924,0.5458929165281011,1.7453384560314988,0.5359440243764813,20,6014,42.32730689788816,41.036402889504004,9.9,False
71,1.7542351506596237,0.5336918696614995,nan,nan,20,6322,44.41891969664073,43.88751976495949,10.35,False
72,1.597022896439987,0.5777354295696363,nan,nan,20,6297,45.577350401077375,44.40594376154749,10.4,False
73,1.5850823712619453,0.5639374425022999,nan,nan,20,6522,48.992721580293804,46.35503062109654,10.65,False
74,1.5811420283938145,0.5785793739075162,nan,nan,20,6293,45.074791442923384,43.47814445277605,10.25,False
75,1.494401072280974,0.6051169836727823,nan,nan,20,5941,44.30285547202236,41.14721449369249,9.8,False
76,1.6067698106466293,0.5704982090524259,nan,nan,20,6142,43.51247000401352,42.36089437254755,10.1,False
77,1.4645728227414265,0.6039668346610307,nan,nan,20,6151,43.432642966060996,42.060263108522996,10.05,False
78,1.5180468502054212,0.5934010998166972,nan,nan,20,6001,42.97567402053139,40.77638511408754,9.8,False
79,1.4412712578519113,0.6077772443590974,nan,nan,20,6249,45.43805172446408,43.61242869893554,10.25,False
80,1.450805216959422,0.6087667648020936,1.552499920301305,0.5777564608960614,20,6114,46.3537244663471,42.1035287680341,9.9,False
81,1.4594532147866306,0.5930742968622988,nan,nan,20,6151,45.376423983491165,43.055095137090554,10.15,False
82,1.4922414884799196,0.5917919270393515,nan,nan,20,5921,43.40630620057519,40.314746777938,9.7,False
83,1.4874236845143485,0.5952718676122931,nan,nan,20,6345,46.01320964737037,44.54320277527654,10.4,False
84,1.3356112618272136,0.6385581471211874,nan,nan,20,6131,44.00907963062085,42.70555812748299,10.15,False
85,1.2294836980354276,0.6688614099887586,nan,nan,20,6227,45.314002151623725,43.53873486491959,10.25,False
86,1.38493432585963,0.6420178599404669,nan,nan,20,6383,48.04168474808939,45.49914185227213,10.5,False
87,1.4084280482657014,0.6092925026399155,nan,nan,20,6629,48.748648449785414,47.517910852246686,10.85,False
88,1.4072367731138524,0.6266793108898372,nan,nan,20,6327,45.22753666572448,44.316234394983496,10.4,False
89,1.406011110870754,0.6010705289672544,nan,nan,20,6352,45.36472908283322,43.87243871211204,10.3,False
90,1.2626556886260787,0.6489028213166145,1.3008677524632948,0.640221193996163,20,6380,45.11008475540577,44.0219546746425,10.35,False
91,1.2432593417678368,0.6659687550330166,nan,nan,20,6209,46.49474657914867,43.456090200262,10.15,False
92,1.156869215958487,0.6813152070818843,nan,nan,20,6326,46.50837539968991,44.64424804409104,10.4,False
93,1.1703304749908618,0.6711805002389677,nan,nan,20,6277,44.30576068549253,43.32416417942299,10.25,False
94,1.1074142143982904,0.6970091027308193,nan,nan,20,6152,45.384351154869904,42.770184987300055,10.1,False
95,1.228207241236998,0.6544177690674506,nan,nan,20,6123,43.11308941940235,40.9973426607235,9.85,False
96,1.113654823243141,0.6975984316288188,nan,nan,20,6121,42.98527841394462,41.71379163045399,10.0,False
97,1.1787882068850575,0.6797822706065318,nan,nan,20,6430,46.996098745275255,45.503413873476504,10.55,False
98,1.164214999335288,0.6869344340371487,nan,nan,20,6299,45.77415825863806,43.45447366619674,10.2,False
99,1.1645492106659603,0.677159126858589,nan,nan,20,6322,45.7396802466852,44.137560948560086,10.35,False
100,1.0882457665188376,0.6999179655455291,1.1733267565045853,0.6702403791897077,20,6095,42.95703662379233,41.974643180453995,10.05,False
101,1.046074482007087,0.697394484229773,nan,nan,20,6563,48.045901779340035,46.81299182002959,10.75,False
102,1.0259587505507854,0.7148387096774194,nan,nan,20,6200,44.966128017275835,42.994095781097485,10.15,False
103,1.2280620369937834,0.6681933038534428,nan,nan,20,6332,45.07201577323255,44.0025836501925,10.35,False
104,1.1881387883083199,0.672639225181598,nan,nan,20,6195,44.815857159488466,43.180487956321045,10.2,False
105,1.1555411674724043,0.681214109926169,nan,nan,20,6095,44.09153592166385,42.244328522606544,10.05,False
106,1.1048171542504681,0.6987017099430018,nan,nan,20,6316,45.05909084698039,43.753182527978495,10.3,False
107,0.9564913754451779,0.724341580207502,nan,nan,20,6265,45.288150174250504,43.53309598361705,10.25,False
108,1.0233343010799651,0.7122013788680456,nan,nan,20,6237,44.33850426726528,43.0370517381285,10.2,False
