round,train_loss,train_accuracy,test_loss,test_accuracy,num_fit_clients,num_fit_examples,tau_eff,mean_local_normalizer,mean_local_steps,run_completed
1,4.034422412959597,0.048912228057014256,nan,nan,20,6665,51.387502822981375,48.26189200477359,10.9,False
2,3.8009702258099893,0.058564040158198966,nan,nan,20,6574,48.71464994403372,47.23815533471956,10.8,False
3,3.768424996470559,0.05294029177319898,nan,nan,20,6649,48.05702848736621,46.831994795015056,10.75,False
4,3.7203028716640443,0.06155088852988692,nan,nan,20,6190,44.49774572545844,42.55961979919249,10.1,False
5,3.747326908418491,0.05769551442387861,nan,nan,20,5997,44.768861569659116,41.269863665843,9.8,False
6,3.7571005222220926,0.05848421727287294,nan,nan,20,6241,44.11437420398413,43.291039727613494,10.25,False
7,3.7386596784728843,0.058894776684330054,nan,nan,20,6605,47.611560342614354,47.00132925531749,10.8,False
8,3.7504424034229946,0.05902079141515761,nan,nan,20,5964,43.5611900039695,40.8414820632425,9.8,False
9,3.729558439423927,0.06267553584626756,nan,nan,20,6765,51.21436258611402,49.06317700052604,11.05,False
10,3.7447987045658215,0.05598309944167799,3.7349198652355065,0.05907911070985216,20,6627,47.96613039602217,47.07995624356005,10.8,False
11,3.7265583921553183,0.05699481865284974,nan,nan,20,6369,46.167777689649505,44.0408138089675,10.3,False
12,3.7077295129915693,0.06779661016949153,nan,nan,20,6431,46.78178156928583,45.72537940720959,10.6,False
13,3.722084115253402,0.05379948914431673,nan,nan,20,6264,44.55960645209339,43.41183121822399,10.25,False
14,3.713245291060208,0.06754283813009483,nan,nan,20,6011,44.087695559031076,41.90427313173055,10.0,False
15,3.7206780782887634,0.05727699530516432,nan,nan,20,6390,48.01751909758913,46.060017946679054,10.6,False
16,3.735050118961804,0.059732732249235226,nan,nan,20,6211,44.76088993869822,43.144563076162044,10.2,False
17,3.7163358438520206,0.07068909737948884,nan,nan,20,6182,44.58181305290147,42.925909775033496,10.15,False
18,3.7194881150952352,0.06251988545975183,nan,nan,20,6286,45.38331487761889,43.834064925252996,10.3,False
19,3.69873280789948,0.0603063178047224,nan,nan,20,6268,44.88075032855651,43.6962938946925,10.3,False
20,3.7034476141181867,0.058786446020488575,3.7097660712498386,0.05907911070985216,20,6345,47.6812142851551,45.16635253532455,10.45,False
21,3.691864040344182,0.059108365336450155,nan,nan,20,5989,41.97552062386629,40.48710444985849,9.8,False
22,3.7065904817996853,0.06452116856741134,nan,nan,20,6401,45.884245080200856,44.250226918857,10.35,False
23,3.6945334157671668,0.06522744795682343,nan,nan,20,6485,48.092144560788945,46.52700074581714,10.7,False
24,3.720388834238015,0.0714172855111392,nan,nan,20,6329,48.240252957960934,44.84629034791879,10.35,False
25,3.693672945057279,0.06423052157115261,nan,nan,20,6212,43.65734300993854,42.64606971139704,10.15,False
26,3.6852714279320726,0.06706145966709347,nan,nan,20,6248,44.51615399053401,43.08623476920704,10.2,False
27,3.7127243842320707,0.0657979407979408,nan,nan,20,6216,44.371333956486005,42.81255075252849,10.15,False
28,3.689298242557696,0.07170633068906518,nan,nan,20,6429,45.412249970409356,44.6171002636375,10.45,False
29,3.7016794981746908,0.06448328525369082,nan,nan,20,5893,42.52499806469642,40.30382285195205,9.75,False
30,3.6832953124087804,0.07431710666870135,3.6815907023128194,0.056427039837490124,20,6553,48.002390525739415,46.81461877084979,10.75,False
31,3.697529648742664,0.07240393775801841,nan,nan,20,6298,44.16788150545415,43.03705173812849,10.2,False
32,3.679401518810751,0.07702000315010238,nan,nan,20,6349,45.39900045959821,44.09771690360249,10.35,False
33,3.6702290431865414,0.06920048455481527,nan,nan,20,6604,47.482950327268725,46.710730029621985,10.75,False
34,3.6741164553368,0.07702080355724948,nan,nan,20,6297,44.907490726637995,43.473536301292995,10.25,False
35,3.6687940519826783,0.06630490079701543,nan,nan,20,5897,40.5079461547796,39.3616300544345,9.65,False
36,3.643187306437136,0.08693713776192599,nan,nan,20,6729,50.3660760213586,48.33148506018299,10.95,False
37,3.643507849804134,0.07185339977495579,nan,nan,20,6221,44.45728311289459,43.106981136392996,10.2,False
38,3.644262337264702,0.08153659277254782,nan,nan,20,6586,48.815810707056116,47.25441577919524,10.8,False
39,3.637154211893523,0.078899687036732,nan,nan,20,6071,43.69809145458281,41.6480228244806,9.95,False
40,3.6209445158862636,0.0864772550846142,3.6108726484890434,0.07623293082044916,20,6441,47.176104669835084,45.820144611155044,10.6,False
41,3.5898619471212756,0.0888212927756654,nan,nan,20,6575,49.71963837482875,47.09197210906554,10.75,False
42,3.557856057739374,0.11929397443700548,nan,nan,20,6572,47.74875035867848,47.020700279767496,10.8,False
43,3.5239999546290672,0.1191623732757188,nan,nan,20,6017,44.97621935851329,41.697392228716495,9.9,False
44,3.491507166898906,0.1205831088575503,nan,nan,20,6311,45.13022413630804,44.01035358333299,10.35,False
45,3.482127875614484,0.12676503252419483,nan,nan,20,6303,45.46278962215307,44.36756976211204,10.4,False
46,3.442795499906547,0.119938884644767,nan,nan,20,6545,47.82493107136436,46.21941528401506,10.65,False
47,3.3560029192666843,0.15337139330350255,nan,nan,20,6481,47.463949671108324,46.155837429434094,10.65,False
48,3.304473445737887,0.16226415094339622,nan,nan,20,6360,45.87387440263046,44.25233836052204,10.35,False
49,3.2246234854191593,0.18176188264437218,nan,nan,20,6459,47.07060127614159,45.79530880547409,10.6,False
50,3.2220483381981944,0.18352941176470589,3.1087022704580893,0.2565737501410676,20,6375,47.58571835015276,45.196100211020045,10.45,False
51,3.0435318346725615,0.2238616531810249,nan,nan,20,6303,45.67971049991762,44.12752891023104,10.35,False
52,3.028446996280827,0.23903885161491653,nan,nan,20,6409,45.034436719608216,44.27942944852849,10.4,False
53,2.8813326925621894,0.26150375939849624,nan,nan,20,6650,48.88289999771547,47.83433165353405,10.9,False
54,2.7719486447098927,0.2858974358974359,nan,nan,20,6240,44.02449978977427,42.98916441335204,10.2,False
55,2.722720954511364,0.30355568615927125,nan,nan,20,6806,50.092804020478475,49.46244184303954,11.15,False
56,2.659416412950662,0.32007636016544705,nan,nan,20,6286,46.03848123365242,43.97225159581959,10.3,False
57,2.60699380243792,0.32477094240837695,nan,nan,20,6112,43.81240838393497,42.42079173248299,10.1,False
58,2.607749950840244,0.3212921705919796,nan,nan,20,6284,45.82315427382654,43.73062017055009,10.25,False
59,2.467616233889383,0.3598918575063613,nan,nan,20,6288,44.68264319327861,43.40360690302849,10.25,False
60,2.3923258129668254,0.39120188531029065,2.409785132768151,0.3816724974607832,20,6365,45.84127890005756,44.4408116055575,10.4,False
61,2.2913126156677897,0.38659628918746003,nan,nan,20,6252,45.42668073091169,43.323508534507496,10.2,False
62,2.3403252473044427,0.3964663143989432,nan,nan,20,6056,42.97102629984422,40.701493887402044,9.8,False
63,2.3208986767024733,0.39486768243785086,nan,nan,20,6235,46.13133047013141,43.7874284735765,10.25,False
64,2.1861389930748696,0.4255879255879256,nan,nan,20,5698,39.67183586268935,37.466741601979486,9.3,False
65,2.1481336867112257,0.42216240466576943,nan,nan,20,6687,48.00950103273136,47.090629678032,10.8,False
66,2.157053746805924,0.44257376229371564,nan,nan,20,5999,44.293811932405625,42.255073435893,10.05,False
67,2.1588627382714103,0.43326039387308535,nan,nan,20,5941,42.68463522568882,40.59605546156105,9.8,False
68,2.0285570200640466,0.4768877911079746,nan,nan,20,5668,40.856870198397296,37.96337704900849,9.35,False
69,2.032559109478853,0.4686889923411924,nan,nan,20,6659,49.08309743485159,47.5974525833105,10.85,False
70,1.9370307331710077,0.5003120124804992,2.037941941449745,0.4605574991535944,20,6410,46.74842205266566,44.93108735128359,10.45,False
71,1.9211217941665903,0.4854660875375877,nan,nan,20,5986,44.52128046809525,41.6117723006475,9.9,False
72,1.992921861233194,0.4729208455485265,nan,nan,20,6481,50.43027111375663,47.20192613328224,10.75,False
73,1.9130762978522051,0.4944047248989742,nan,nan,20,6434,46.60221147213721,45.1409481470715,10.5,False
74,1.7643175443579573,0.5363180964308077,nan,nan,20,6388,46.00251288866991,44.76309560939349,10.45,False
75,1.7139289099072357,0.5500548331505561,nan,nan,20,6383,46.914514468489635,44.9608350269791,10.45,False
76,1.7915022841017558,0.5288328463785945,nan,nan,20,6503,47.106793054776226,45.79070065399104,10.6,False
77,1.697529574983215,0.5455276705276705,nan,nan,20,6216,44.72505422340756,43.41327089189299,10.25,False
78,1.685113142638088,0.5574628085662907,nan,nan,20,6117,43.30288859159768,41.81036455753299,10.0,False
79,1.6265012727831234,0.5643261434908979,nan,nan,20,6537,46.74540779013571,45.72408370090749,10.6,False
80,1.641374271376058,0.5601336302895323,1.6869905765028896,0.5552984990407404,20,6286,44.48858244097981,43.606993471978,10.3,False
