round,train_loss,train_accuracy,test_loss,test_accuracy,num_fit_clients,num_fit_examples,tau_eff,mean_local_normalizer,mean_local_steps,run_completed
1,4.058059900848021,0.04238980187375211,nan,nan,20,6511,47.1603921775892,46.348632352681534,10.7,False
2,3.8289409084734642,0.0563223861653181,nan,nan,20,6303,45.76712106265353,44.687029661902,10.45,False
3,3.7577023679553103,0.05286205817954332,nan,nan,20,6394,48.308786186270794,45.71045390426954,10.5,False
4,3.7570679617148683,0.059180092518743024,nan,nan,20,6269,44.02495087347575,42.98066053361849,10.2,False
5,3.7397075820115306,0.06302058777306302,nan,nan,20,6363,46.47052822509316,44.5901449853786,10.4,False
6,3.7419049450596855,0.06462228870605834,nan,nan,20,6685,48.811160843639115,48.368652225756044,11.0,False
7,3.7143413088652304,0.06575386085018309,nan,nan,20,6281,46.08105421818972,43.769656873960095,10.25,False
8,3.7098920603056214,0.06031641397495056,nan,nan,20,6068,42.7207418950571,41.12008571512799,9.9,False
9,3.747542348557858,0.06524258983275377,nan,nan,20,6039,43.40097052410721,41.26614539181704,9.9,False
10,3.7311897983055764,0.06976380416080087,3.7228244265803982,0.05907911070985216,20,6393,44.99801129378674,44.26005842407849,10.4,False
11,3.716582027160459,0.05572916666666667,nan,nan,20,5760,41.429781460302266,39.061005613273,9.55,False
12,3.7392578897583686,0.058077645585472765,nan,nan,20,6388,47.55045522124155,45.658106809210544,10.55,False
13,3.7227496732365,0.05877742946708464,nan,nan,20,6380,45.765162868612215,44.455062461693,10.4,False
14,3.714772700643306,0.06701346389228886,nan,nan,20,6536,47.869850935226815,46.51619171417405,10.7,False
15,3.690720850188407,0.06214775323686215,nan,nan,20,6565,49.13054177447896,47.364404458679545,10.8,False
16,3.7121329224869717,0.06512191428138725,nan,nan,20,6603,47.578102337020155,47.00500974996299,10.8,False
17,3.6970325813226363,0.059801726894787334,nan,nan,20,6254,45.86266084622523,43.99118309199054,10.3,False
18,3.686180431843886,0.06793766076562263,nan,nan,20,6609,48.23332725891135,46.9091821095886,10.75,False
19,3.6986896475371607,0.06429124709527498,nan,nan,20,6455,46.97257589017596,45.7688092440265,10.6,False
20,3.69080685279857,0.06052507467379343,3.6970191331765894,0.05930481886920212,20,6361,46.0139593494369,44.76141654812604,10.45,False
21,3.6948439896225063,0.06469225678358703,nan,nan,20,6044,43.101243498297784,41.489615647597546,9.95,False
22,3.691435680971801,0.07557251908396946,nan,nan,20,6550,48.27867514394411,46.5845520594581,10.7,False
23,3.688003855250135,0.06829679595278246,nan,nan,20,5930,42.1971194146724,40.268106535813494,9.75,False
24,3.7087007536706076,0.06539976031501456,nan,nan,20,5841,42.351408736427075,39.63063823126349,9.6,False
25,3.6874360923633605,0.06516329704510108,nan,nan,20,6430,47.59774035761584,45.6396634415981,10.55,False
26,3.68033257945593,0.07061676011516896,nan,nan,20,6599,48.27214331123066,47.14196504516054,10.8,False
27,3.6690026866420107,0.07089435961358678,nan,nan,20,6418,45.98828672822078,45.02487481623105,10.5,False
28,3.6657345814770714,0.07001496757026443,nan,nan,20,6013,43.98540480688949,41.67244968631204,9.95,False
29,3.6638372981559733,0.08176301501117854,nan,nan,20,6262,43.84790966899867,42.9419184847185,10.2,False
30,3.6609776672429564,0.0810328028580708,3.6474518016907314,0.05907911070985216,20,6158,46.227372437624965,43.377599021767,10.15,False
31,3.63365599542127,0.07148568687030225,nan,nan,20,6253,45.45391720535234,43.8316801369096,10.3,False
32,3.6435491436227894,0.0986129905277402,nan,nan,20,5912,42.04088943900696,40.237134420054,9.75,False
33,3.645421367178485,0.07551207581779272,nan,nan,20,6542,47.60002666784066,46.42900273312459,10.7,False
34,3.6194734673859923,0.0866263753293042,nan,nan,20,6453,51.62476569845234,47.14028678309505,10.65,False
35,3.5949687526259355,0.08591617151116107,nan,nan,20,6227,44.28459600965417,43.58297340165999,10.3,False
36,3.560415037540146,0.09749880516170145,nan,nan,20,6277,45.918485018098586,44.002265470312,10.3,False
37,3.554832896466584,0.11254491996079713,nan,nan,20,6122,44.5637015582571,42.37258622782604,10.05,False
38,3.4909983089180785,0.10777811275248719,nan,nan,20,6634,48.31405846212981,46.85928641612905,10.75,False
39,3.446487209329775,0.12603901611535198,nan,nan,20,5895,42.76135325091047,40.385994525092535,9.75,False
40,3.434464223415331,0.1363359707851491,3.3913469231165014,0.13818982056201332,20,6572,48.73939101602784,47.22731162655119,10.8,False
41,3.34844666629157,0.143722652305621,nan,nan,20,5942,42.71787161524442,40.67593104681349,9.8,False
42,3.3630745159693003,0.1621106166560712,nan,nan,20,6292,45.65550742788441,44.15273276537655,10.35,False
43,3.265953377825142,0.16155191604388616,nan,nan,20,6289,44.98192303384026,43.98689312038799,10.35,False
44,3.144198448391375,0.1937248592115849,nan,nan,20,6215,45.39155148202359,43.30134377786459,10.2,False
45,3.1177462707575687,0.2084244279259583,nan,nan,20,6861,53.12586106600544,50.59345118097404,11.25,False
46,2.940416044318973,0.26422570930416867,nan,nan,20,6309,46.2060610680937,44.078964420131044,10.3,False
47,2.8848196260258745,0.26770991081945145,nan,nan,20,5943,41.633475498491016,39.86726680997304,9.7,False
48,2.884571632237265,0.26786276361347183,nan,nan,20,6354,45.65427483740343,44.16433385668604,10.35,False
49,2.728100730061262,0.2987667187771409,nan,nan,20,5757,42.64091933199218,39.013892379382504,9.45,False
50,2.808966699873914,0.28370126820103336,2.6977290331194004,0.3376594063875409,20,6387,45.40825514041833,44.3650493765975,10.4,False
51,2.63603260297874,0.32722929936305734,nan,nan,20,6280,44.13703242402578,43.30516120443754,10.25,False
52,2.540996013535151,0.3382151029748284,nan,nan,20,6555,46.54843868018993,45.69713645356149,10.6,False
53,2.5102350558628888,0.36484490398818314,nan,nan,20,6093,42.45197579731017,41.61392084624949,10.0,False
54,2.466034562840015,0.3598254636122799,nan,nan,20,6417,46.23559613238532,45.336782168821536,10.55,False
55,2.405784072344188,0.37353159851301115,nan,nan,20,6725,50.8844350893903,49.1330339966478,11.05,False
56,2.3210473065578947,0.40304731355252604,nan,nan,20,6235,44.88770579335578,43.1795602994835,10.2,False
57,2.2901502666487206,0.4158750603767509,nan,nan,20,6211,44.079687442909645,42.49849106388799,10.1,False
58,2.2332303037796635,0.4081927710843373,nan,nan,20,6225,44.038318417658566,42.709705463817734,10.15,False
59,2.1241881597777943,0.44823045267489714,nan,nan,20,6075,43.67241905559238,41.63025143744059,9.95,False
60,2.1901849527260264,0.4200278164116829,2.142406334956119,0.45615619004627017,20,6471,49.236833517064625,46.411206592001534,10.65,False
61,2.0452680474550915,0.46931980339305535,nan,nan,20,6307,46.41610090452789,44.35773825689055,10.35,False
62,1.9485301191960611,0.48129032258064514,nan,nan,20,6200,45.480893657054594,42.88930536168604,10.1,False
63,2.0160267749476506,0.4694589877835951,nan,nan,20,6303,44.443750185419,43.362712518078496,10.25,False
64,1.9067005527402938,0.4991198591774684,nan,nan,20,6249,44.872741034754505,43.44133950632105,10.25,False
65,1.875825065264621,0.4964589235127479,nan,nan,20,5648,40.8982979702608,38.007951928603994,9.35,False
66,1.8563231403450655,0.5173129088878251,nan,nan,20,6267,45.017915060588685,43.45993353745699,10.25,False
67,1.834639393714764,0.5160045037799582,nan,nan,20,6217,44.949506874989375,43.2218943581025,10.2,False
68,1.809485452017974,0.5264303482587065,nan,nan,20,6432,45.656756955431014,44.96193835779299,10.5,False
69,1.7012254591907436,0.5482753189478659,nan,nan,20,6349,45.44374164512412,44.35805643677104,10.4,False
70,1.7430565548067036,0.5356749094345566,1.7755255806514687,0.5329533912650942,20,6349,46.18403057947144,44.55688472382155,10.4,False
71,1.725981141243842,0.5518753044325377,nan,nan,20,6159,43.905127398283746,42.693548092323994,10.15,False
72,1.6790633840398397,0.5521301316808676,nan,nan,20,6455,46.92023522018377,45.52005573581509,10.55,False
73,1.641322529510665,0.5693123343209107,nan,nan,20,6413,46.63080198164042,45.69731079278155,10.6,False
74,1.6600117042875038,0.557002271006813,nan,nan,20,6605,48.05907967864521,47.1063202078365,10.8,False
75,1.5748166989837111,0.5750698898207531,nan,nan,20,6081,44.04994493238258,41.9955900807475,10.0,False
76,1.5645138144397353,0.5824899598393575,nan,nan,20,6225,45.139644665194645,43.211972088912,10.2,False
77,1.542738573891776,0.5894836870446627,nan,nan,20,6314,45.16267794076857,43.76291084777604,10.3,False
78,1.495488633280215,0.6085392555520801,nan,nan,20,6394,47.524839176442214,45.38864931357574,10.5,False
79,1.6075249557361906,0.569351413167783,nan,nan,20,6121,42.504689754767675,41.881253319244486,10.05,False
80,1.489657868334505,0.6123604594725772,1.547785669064067,0.5819884888838731,20,6181,44.609618072737334,42.8603153941501,10.15,False
81,1.3590574455194502,0.6322028317418505,nan,nan,20,6074,44.008426069336956,41.703766414988,9.95,False
82,1.4624898892776579,0.6081578067535941,nan,nan,20,5982,41.833083300327594,39.879948825704496,9.7,False
83,1.4060444634803486,0.6278998778998779,nan,nan,20,6552,46.793556194045756,45.739774230712,10.6,False
84,1.442747765074768,0.6111111111111112,nan,nan,20,6318,45.06205882435086,44.014034077978486,10.35,False
85,1.3601532960570344,0.6308489559518367,nan,nan,20,6561,47.439351981314026,46.70741758444104,10.75,False
86,1.394755778873954,0.6198243412797992,nan,nan,20,6376,45.69172108427514,44.6767630189435,10.45,False
87,1.276008709802974,0.6629623486482004,nan,nan,20,6029,43.58864514375716,40.85560354006655,9.8,False
88,1.352717824965412,0.6364189086487309,nan,nan,20,6579,46.84678793849303,46.0208601310665,10.65,False
89,1.263172363802236,0.6587203937250077,nan,nan,20,6502,46.721767158627834,44.90710817535056,10.45,False
90,1.3830635748378464,0.6280217069560927,1.3597933764302184,0.6315878569010269,20,6081,43.5304190390365,42.11702236249754,10.05,False
91,1.308981159199269,0.6451460885956645,nan,nan,20,6366,44.75701551799858,43.68736385242105,10.3,False
92,1.3527497782861764,0.6254706171222786,nan,nan,20,6109,42.20934203606526,41.29019716874449,9.95,False
93,1.2931337536857834,0.6463494132985659,nan,nan,20,6136,44.83209001006925,42.672115495792994,10.1,False
94,1.220307217909731,0.6636701797892126,nan,nan,20,6452,46.09317882873265,45.05298217270799,10.5,False
95,1.2914116158839444,0.6443928847641145,nan,nan,20,6465,46.916565299888845,45.73820517773155,10.6,False
96,1.2469586155907886,0.6578545232273839,nan,nan,20,6544,46.7749941843346,45.461417277235284,10.55,False
97,1.278177050934508,0.6529411764705882,nan,nan,20,6120,43.43723750022449,42.079440422728496,10.05,False
98,1.108545166576947,0.696196278610242,nan,nan,20,6073,43.67154546491049,41.34145993487864,9.9,False
99,1.1804740223668244,0.6733754050827222,nan,nan,20,5863,42.60229870040695,40.092226821583,9.7,False
100,1.213804890788137,0.6627287853577372,1.245356386421685,0.6520144453221984,20,6010,44.02236053467182,41.48007277093559,9.9,False
101,1.2049442702590005,0.6691461335812801,nan,nan,20,6453,46.425706061748194,45.392590090262004,10.55,False
102,1.1324038703464767,0.6891585760517799,nan,nan,20,6180,46.0476357084179,42.810705689261994,10.05,False
103,1.1243932985722802,0.6883362191090823,nan,nan,20,6353,45.15045498731041,44.28987043070704,10.4,False
104,1.1036188201365218,0.6954840705227343,nan,nan,20,6466,46.49816003861415,45.95286783524699,10.65,False
105,1.111758916215623,0.6955632473253619,nan,nan,20,6356,48.49112024647813,45.14566294940809,10.4,False
106,1.114369123165564,0.6894817073170731,nan,nan,20,6560,46.8051022980069,46.01929107808604,10.65,False
107,1.0728254771062746,0.7049870466321243,nan,nan,20,6176,44.49144278455816,42.291574663816505,10.05,False
108,1.0461483888647818,0.7140080971659919,nan,nan,20,6175,44.32616874719214,42.265514418071554,10.05,False
109,1.0389874641937444,0.7063797079169869,nan,nan,20,6505,47.76590717944959,46.465807679579584,10.7,False
110,0.9403880178438264,0.7329511164755582,1.117825024903675,0.6855321069856676,20,6628,49.71986001533845,47.84740791557,10.85,False
111,1.1157894544942624,0.6918325326012355,nan,nan,20,5828,39.96061192945787,38.47762863194449,9.5,False
112,1.0076871749759704,0.7185747278126031,nan,nan,20,6062,44.33435787175108,41.8804492931285,9.95,False
113,1.0278722196503791,0.7181479682693864,nan,nan,20,6177,43.35746663075325,42.07438458534704,10.05,False
114,1.0483090472451073,0.7085583374243168,nan,nan,20,6111,43.168268224149436,42.28093293595399,10.1,False
115,0.9896390638002706,0.7193629505448449,nan,nan,20,5965,44.16834372306307,40.81674369439559,9.75,False
116,1.0230214871555925,0.7114457831325302,nan,nan,20,6640,50.16162762471253,47.990133750428484,10.9,False
117,1.0525942777927797,0.7062460367786937,nan,nan,20,6308,44.70467268272498,43.950456223397545,10.35,False
118,0.9221487370511303,0.740167046317388,nan,nan,20,6585,48.0918801252884,47.37249257170055,10.85,False
119,1.0339477052033568,0.7133652734181397,nan,nan,20,6053,43.22729952659113,42.02520155426849,10.05,False
120,1.0496584160320792,0.7079381805409203,1.0396973995952006,0.7046608734905767,20,5694,41.572029399904864,38.460622059192545,9.4,False
121,0.9564467791849859,0.7225366178428761,nan,nan,20,6008,42.861771736808876,40.685220074528,9.8,False
122,0.8236876986343585,0.7606824229143841,nan,nan,20,6389,47.08225875589572,44.991159050439094,10.45,False
123,0.9777058478269943,0.717559664928086,nan,nan,20,6327,44.97431297720998,44.2619955265235,10.4,False
124,1.0018241157437242,0.719359756097561,nan,nan,20,6560,51.116262255499755,47.92288030822028,10.85,False
125,0.9296622678829112,0.734256511704583,nan,nan,20,6066,44.09097712255548,41.92538754838104,10.0,False
126,0.8327088011976882,0.7669844151914057,nan,nan,20,6609,47.72761776810977,47.0327103149265,10.8,False
127,0.9740562819978782,0.7215293731539218,nan,nan,20,6094,45.341565110816916,42.10141480785005,9.95,False
128,1.017168372154185,0.712999150382328,nan,nan,20,5885,42.86513230526649,40.164805984673485,9.7,False
129,0.8315320243419144,0.7651731808071179,nan,nan,20,6294,45.2795268084834,43.7720561236525,10.3,False
130,0.8715060531793575,0.7489401789919925,0.9378516587402788,0.7289809276605349,20,6369,47.02932610017987,45.258900467283596,10.5,False
131,0.9988966341432547,0.7226442540811379,nan,nan,20,6187,44.151922544935786,42.74488345945254,10.15,False
132,0.8848647852105,0.7396024464831804,nan,nan,20,6540,47.75167878315662,46.75971935045604,10.75,False
133,0.9318419831693172,0.7381666666666666,nan,nan,20,6000,41.891253577834235,40.42597571455399,9.8,False
134,0.8351608210174418,0.7596394591887832,nan,nan,20,5991,42.882396255807485,41.16466059472349,9.9,False
135,0.8775099147288287,0.7503626107977438,nan,nan,20,6205,43.84681797359673,42.94191848471849,10.2,False
136,0.7398733959123437,0.7736411020104245,nan,nan,20,6715,50.772625008493144,48.40141445844748,10.95,False
137,0.7592602436322479,0.7843137254901961,nan,nan,20,6477,48.00155626657969,46.26491782044809,10.65,False
138,0.9492972191458151,0.7397215927484623,nan,nan,20,6178,44.332112483715015,43.07017618993799,10.2,False
139,0.8542339105791404,0.7497478991596639,nan,nan,20,5950,43.36150097299551,40.80648483992105,9.8,False
