round,train_loss,train_accuracy,test_loss,test_accuracy,num_fit_clients,num_fit_examples,mean_local_steps,c_global_norm,mean_c_delta_norm,run_completed
1,4.017386441845681,0.05676578152329464,nan,nan,20,6289,10.35,0.13404555972712204,3.950344482680971,False
2,3.8309562942291673,0.05442065697009315,nan,nan,20,6119,10.15,0.13666862244765832,4.333276089198065,False
3,3.817121227026847,0.05654154232762683,nan,nan,20,6367,10.35,0.16401352910615036,3.7679814697762786,False
4,3.861992373012592,0.04878048780487805,nan,nan,20,5904,9.8,0.11832082925080664,5.6927280724054325,False
5,3.9274723855130764,0.05287739783152627,nan,nan,20,5995,9.85,0.2432549024051037,6.579375252936496,False
6,3.7441867372837967,0.057633155253359235,nan,nan,20,6177,10.1,0.2360703164887679,4.1591014337671925,False
7,3.7993913792544403,0.054171355087606496,nan,nan,20,6221,10.15,0.2539619772982406,4.058752046391074,False
8,3.8211348752687995,0.055674518201284794,nan,nan,20,6071,9.9,0.26480618451376153,5.5621287554856504,False
9,3.879508943570837,0.05371585533343507,nan,nan,20,6553,10.7,0.355584017710965,8.440745210112093,False
10,3.795308828694642,0.054311576941400666,3.766482389803302,0.05907911070985216,20,6297,10.4,0.36917701421287036,6.305613575701869,False
11,3.7893020283387697,0.05771365149833518,nan,nan,20,6307,10.35,0.3908920582152137,5.93521296415758,False
12,3.8122893767368566,0.05548743102391171,nan,nan,20,6524,10.65,0.3478923811318521,6.390361026581788,False
13,3.8625696758309687,0.05337035323152861,nan,nan,20,6483,10.55,0.38465210524987,7.2237815544218975,False
14,3.7811640578989625,0.06104345211246429,nan,nan,20,6651,10.9,0.4910103940204521,8.215027812902653,False
15,3.9784971195586647,0.04937149780402847,nan,nan,20,6603,10.75,0.3488980445582008,14.159774126431198,False
16,3.8213000689804146,0.05410122164048865,nan,nan,20,6303,10.35,0.3811520724106081,8.44069514748064,False
17,3.7524056303090063,0.06003134796238244,nan,nan,20,6380,10.4,0.40143633612470936,5.418160735386455,False
18,3.8180576737094767,0.05218201584096909,nan,nan,20,6439,10.45,0.39382624653269155,9.509264781963362,False
19,3.824598379585449,0.05260655997464744,nan,nan,20,6311,10.3,0.438459045111786,9.097920989670317,False
20,3.808257672234487,0.05459309943223176,3.820564711958947,0.05907911070985216,20,6869,11.25,1.3357392674559092,41.66858065013881,False
21,3.8018352438434553,0.05012113870381587,nan,nan,20,6604,10.75,1.4986941323983383,10.911385212488304,False
22,3.778684034862834,0.055426536615575166,nan,nan,20,6459,10.6,1.8058550716620512,23.176586644748184,False
23,3.79311206674141,0.055623100303951366,nan,nan,20,6580,10.65,2.0020125361864993,18.172110190655324,False
24,3.8026882508199673,0.05694006309148265,nan,nan,20,6340,10.25,2.048113583606034,16.854407314399914,False
25,3.814109496556194,0.05154476670870114,nan,nan,20,6344,10.35,2.1016426045193324,26.786415202382216,False
26,3.7681321309114466,0.05279551471733375,nan,nan,20,6421,10.55,2.1038213368397853,17.69410485664992,False
27,553.4084293049631,0.059456853607584764,nan,nan,20,6223,10.15,52.439410798840605,1352.6383308127342,False
28,3.8342250523113974,0.05524597993950008,nan,nan,20,6281,10.25,59.118250384596436,169.42614004698012,False
29,3.849376214035598,0.05560058356297617,nan,nan,20,6169,10.15,66.57153664291226,190.04306357425406,False
30,3.814953392571115,0.055762684389690384,3.7825963623353394,0.05907911070985216,20,6169,10.0,74.88710464591473,208.8868388391592,False
31,4.282520725835203,0.051652574942352036,nan,nan,20,6505,10.6,84.66148885951074,266.2053427425661,False
32,3.7866420087741295,0.05002444190972788,nan,nan,20,6137,10.05,95.2204112461762,268.9842186747213,False
33,4.896845148557595,0.05093833780160858,nan,nan,20,6341,10.25,97.9231451288748,377.76359911268923,False
34,2500109929.2076464,0.042735042735042736,nan,nan,20,6669,10.85,177150946.88850197,4428774103.739905,False
35,637534510.0270871,0.039202433254477864,nan,nan,20,5918,9.8,198867575.84460977,549286080.6773367,False
36,inf,0.034438364982298034,nan,nan,20,6214,10.15,5.0681743074761905e+25,1.2670435925400314e+27,False
37,nan,0.027932960893854747,nan,nan,20,6265,10.25,nan,nan,False
38,nan,0.02972465581977472,nan,nan,20,6392,10.35,nan,nan,False
39,nan,0.03156011062306816,nan,nan,20,6147,10.1,nan,nan,False
40,nan,0.030965105312794717,nan,0.029454914795169845,20,6362,10.45,nan,nan,False
41,nan,0.03185208203853325,nan,nan,20,6436,10.5,nan,nan,False
42,nan,0.03195458231954582,nan,nan,20,6165,10.15,nan,nan,False
43,nan,0.03338485316846986,nan,nan,20,6470,10.65,nan,nan,False
44,nan,0.029239766081871343,nan,nan,20,6327,10.3,nan,nan,False
45,nan,0.03630475541162434,nan,nan,20,5867,9.55,nan,nan,False
46,nan,0.031142946122703206,nan,nan,20,6422,10.4,nan,nan,False
47,nan,0.031684095520524425,nan,nan,20,6407,10.55,nan,nan,False
48,nan,0.03363665908352291,nan,nan,20,6154,10.1,nan,nan,False
49,nan,0.03259306598498163,nan,nan,20,6259,10.2,nan,nan,False
50,nan,0.02999222999222999,nan,0.029454914795169845,20,6435,10.65,nan,nan,False
51,nan,0.030693877551020408,nan,nan,20,6125,10.15,nan,nan,False
52,nan,0.032297379646556976,nan,nan,20,6564,10.75,nan,nan,False
53,nan,0.0313844193085869,nan,nan,20,6277,10.35,nan,nan,False
54,nan,0.031780994336060416,nan,nan,20,6356,10.45,nan,nan,False
55,nan,0.030230109790946008,nan,nan,20,6649,10.95,nan,nan,False
56,nan,0.032101019321466605,nan,nan,20,6573,10.7,nan,nan,False
57,nan,0.0339408125731483,nan,nan,20,5981,9.8,nan,nan,False
58,nan,0.03275620028076743,nan,nan,20,6411,10.55,nan,nan,False
59,nan,0.0313523631258774,nan,nan,20,6411,10.4,nan,nan,False
60,nan,0.03011771900321052,nan,0.029454914795169845,20,6541,10.6,nan,nan,False
61,nan,0.030254777070063694,nan,nan,20,6280,10.3,nan,nan,False
62,nan,0.0321285140562249,nan,nan,20,6225,10.25,nan,nan,False
63,nan,0.03322734499205087,nan,nan,20,6290,10.25,nan,nan,False
64,nan,0.033707865168539325,nan,nan,20,6141,10.0,nan,nan,False
65,nan,0.03266613290632506,nan,nan,20,6245,10.25,nan,nan,False
66,nan,0.03271100138867459,nan,nan,20,6481,10.55,nan,nan,False
67,nan,0.032900980702309394,nan,nan,20,6322,10.4,nan,nan,False
68,nan,0.03264522323571772,nan,nan,20,6249,10.2,nan,nan,False
69,nan,0.0333924826584933,nan,nan,20,6199,10.05,nan,nan,False
