round,train_loss,train_accuracy,test_loss,test_accuracy,num_fit_clients,num_fit_examples,tau_eff,mean_local_normalizer,mean_local_steps,run_completed
1,4.085221354016718,0.038050314465408804,nan,nan,20,6360,45.75801488043992,44.195650585362,10.35,False
2,3.8585389936182932,0.06651108518086347,nan,nan,20,5999,43.63133736954939,41.375498916933,9.9,False
3,3.770977239741198,0.061036654287098334,nan,nan,20,6193,43.56176175608993,42.62187530185899,10.15,False
4,3.7764120632773563,0.06163278476928041,nan,nan,20,6198,43.59380488286539,42.619938199413994,10.15,False
5,3.7684839364169074,0.05201208843645618,nan,nan,20,6287,45.09160838644484,44.000840257991996,10.35,False
6,3.7725938254810125,0.05232463955937146,nan,nan,20,6173,43.953151221686014,42.1885208137425,10.05,False
7,3.750130550344872,0.051734917161613006,nan,nan,20,6398,46.068525644463705,45.04598923288154,10.5,False
8,3.7386312331081877,0.058879694462126035,nan,nan,20,6284,46.23854433814089,43.6123496704575,10.2,False
9,3.7325779818226423,0.05822994210090984,nan,nan,20,6045,43.751872902377926,41.38185046061654,9.9,False
10,3.731431213076878,0.059608675868345215,3.7270817369199096,0.05907911070985216,20,6593,48.79751631373161,47.5053584284031,10.85,False
11,3.715615254887567,0.06104262587256795,nan,nan,20,6733,49.50695101256432,48.51684056279855,11.0,False
12,3.7471197170092636,0.05387603445363959,nan,nan,20,5921,40.633216961473124,39.410748754579984,9.65,False
13,3.7147053549501687,0.06147091108671789,nan,nan,20,6377,45.08968579282889,44.293182875888,10.4,False
14,3.7272313787717026,0.06353677621283255,nan,nan,20,6390,47.729267550197534,45.210393875023335,10.45,False
15,3.7287997776278194,0.05926840561815095,nan,nan,20,6479,47.27747026019716,45.83951563560505,10.6,False
16,3.731179783453735,0.05942689677629437,nan,nan,20,6142,45.45845959482462,43.55513805710509,10.25,False
17,3.7279531593141466,0.058029014507253625,nan,nan,20,5997,41.46728610009533,40.346339280703994,9.8,False
18,3.718970405760177,0.05973773676542011,nan,nan,20,6177,44.45695350710074,42.6434554436285,10.1,False
19,3.7186175379298447,0.06356661969625803,nan,nan,20,6387,47.09938342178766,45.53322588010505,10.55,False
20,3.6973083567453546,0.06558154235145386,3.7118708395874536,0.056427039837490124,20,6328,45.9324809160682,44.741268530362,10.45,False
21,3.7086203859247853,0.06813116841770137,nan,nan,20,6282,45.49831579226703,43.59934488723605,10.25,False
22,3.6935315371126776,0.06235134216785593,nan,nan,20,5886,42.11432981496862,39.493704456474,9.6,False
23,3.722903642872875,0.07124802527646129,nan,nan,20,6330,45.78442770138621,44.20890873628154,10.35,False
24,3.6950683270547007,0.06462799495586381,nan,nan,20,6344,45.404090633254945,44.34062251476605,10.4,False
25,3.708282457034355,0.05797334189818532,nan,nan,20,6227,44.70890922463511,43.21261327247849,10.2,False
26,3.6920334573869735,0.07894736842105263,nan,nan,20,6460,47.72720448461043,45.64491298922405,10.55,False
27,3.6981559392373846,0.06953242835595777,nan,nan,20,6630,47.925322798307064,47.06794620840104,10.8,False
28,3.706335169923323,0.060089686098654706,nan,nan,20,6690,50.218065806170934,47.73091558434199,10.85,False
29,3.7194665771665876,0.06173855778729009,nan,nan,20,6074,43.69405325723967,41.698222212852045,9.95,False
30,3.7031748463161795,0.07172657252888319,3.6959762901501603,0.06793815596433811,20,6232,45.0399787959879,43.245809203102496,10.2,False
31,3.701473710783544,0.0686839577329491,nan,nan,20,6246,45.167906102696186,43.506148736271044,10.25,False
32,3.6745088702959583,0.06948164487159288,nan,nan,20,6347,45.44957036890207,44.08663452528104,10.35,False
33,3.665474171701474,0.07443667443667444,nan,nan,20,6435,47.22072385280724,45.617549889295546,10.55,False
34,3.691624671601698,0.07075471698113207,nan,nan,20,6572,48.09418775609064,46.83199479501506,10.75,False
35,3.680627343822393,0.07405032857829781,nan,nan,20,6239,44.51947397629073,43.37646594543799,10.25,False
36,3.6667259571658084,0.06964690638160026,nan,nan,20,6174,45.233326334115574,42.9972063584146,10.15,False
37,3.6975458907339447,0.06072137657180675,nan,nan,20,6044,43.45471772720654,41.32761159215655,9.9,False
38,3.673659807604962,0.06759474091260634,nan,nan,20,6465,46.66898235762932,45.698879845762,10.6,False
39,3.672230423843953,0.07033349138612296,nan,nan,20,6327,46.89780025765115,44.9526107117836,10.45,False
40,3.6492079130580426,0.07208409811446688,3.6499458573873795,0.09287890757250875,20,5993,42.47436747051441,40.36596079666799,9.75,False
41,3.624003138859864,0.0822441823398151,nan,nan,20,6274,46.98323289168326,43.8497432760315,10.2,False
42,3.6743465180766237,0.07087428867046043,nan,nan,20,5799,41.517842424381094,39.113804808064,9.55,False
43,3.6196060747619603,0.09046677816633723,nan,nan,20,6577,46.77348787976889,46.00516960126199,10.65,False
44,3.6182752101744176,0.0828983727356463,nan,nan,20,6514,47.229496434023886,45.82382510580054,10.6,False
45,3.617434914332969,0.09417574931880109,nan,nan,20,5872,40.17954937525728,38.743432946344,9.55,False
46,3.579947652917251,0.08947930981829287,nan,nan,20,6549,47.83824216682552,46.786492258581994,10.75,False
47,3.571431347718834,0.11211116374546029,nan,nan,20,6333,46.298387433075376,44.50159572794555,10.4,False
48,3.5262294372083463,0.11429015705178044,nan,nan,20,6431,45.3475705506719,44.62078075828299,10.45,False
49,3.5200667152229506,0.11094402673350041,nan,nan,20,5985,45.20261807595265,41.493299932691045,9.85,False
50,3.4672655800130765,0.1260978670012547,3.4358791825787747,0.16544408080352105,20,6376,45.95408247458772,44.48631414199054,10.4,False
51,3.407457304858238,0.14073305670816044,nan,nan,20,5784,42.748130991385764,39.34414996447105,9.55,False
52,3.357600063156797,0.1751394422310757,nan,nan,20,6275,45.30125854015899,43.766223292957,10.3,False
53,3.317266578772273,0.1587674247982392,nan,nan,20,6815,50.294067419492436,49.51650637227951,11.15,False
54,3.238020604367097,0.1900520920853638,nan,nan,20,5951,43.445454388802276,41.16748698109254,9.85,False
55,3.124709402487642,0.20955829109341056,nan,nan,20,6905,50.463197401049854,50.099641926115495,11.25,False
56,3.024595376587313,0.2387925881649731,nan,nan,20,6692,48.55510420500116,47.74871172546504,10.9,False
57,2.9109341322393623,0.26013941698352344,nan,nan,20,6312,45.07780725608986,43.23192639643154,10.2,False
58,2.854609781182109,0.27426089861366293,nan,nan,20,5987,43.16543164979674,40.79043532467349,9.8,False
59,2.865735676035329,0.2628730477810422,nan,nan,20,6467,46.162189501164974,45.31741114437155,10.55,False
60,2.7506977461766735,0.295076826591408,2.7070017228773895,0.33980363390136553,20,6378,46.300341165285026,44.59700211545749,10.4,False
61,2.6888908264332247,0.3125,nan,nan,20,6384,46.02037093732161,44.0317184914975,10.3,False
62,2.5931818054356706,0.33746177370030583,nan,nan,20,6540,47.898973332553325,46.30548268540604,10.65,False
63,2.4891346530270932,0.35877985797288575,nan,nan,20,6196,44.16049751076723,42.7602059397925,10.15,False
64,2.470627004575759,0.3739170792079208,nan,nan,20,6464,46.44669642157302,45.376899560457495,10.55,False
65,2.397123894753762,0.38405581947743467,nan,nan,20,6736,51.16729871661249,48.754775803361,11.0,False
66,2.4365562287534583,0.3674677812608847,nan,nan,20,5742,39.57271519311428,38.068435689893995,9.45,False
67,2.2776661236314353,0.4111698817672682,nan,nan,20,6428,46.204653855440185,45.063248815666505,10.5,False
68,2.2405582849311827,0.40816,nan,nan,20,6250,45.37611675955748,43.78443420827605,10.3,False
69,2.1648801998606007,0.4250809061488673,nan,nan,20,6180,43.7952622210103,42.672842619522996,10.15,False
70,2.2090518756949695,0.4239277652370203,2.163008220765381,0.4504570590226837,20,6645,47.83117507544322,47.053824731576995,10.8,False
71,2.1731581531971447,0.43195541105434276,nan,nan,20,6459,45.97728371063428,45.02524286569558,10.5,False
72,2.0954903849560744,0.45254777070063695,nan,nan,20,6280,45.533494306755074,43.89512218174299,10.3,False
73,2.020683030776063,0.47269914926527457,nan,nan,20,6465,46.37551643289775,45.65876245412605,10.6,False
74,1.9782587636409033,0.4847948511665326,nan,nan,20,6215,44.413389956740026,42.88170294490254,10.15,False
75,2.007882622925632,0.477429718875502,nan,nan,20,6225,44.24607456511365,43.313897536464495,10.25,False
76,1.8151302349108915,0.5191529118654624,nan,nan,20,6422,46.59392582398334,45.144628641717,10.5,False
77,1.815929404713077,0.5135175728446981,nan,nan,20,6658,52.101620147025805,48.52292971535454,10.9,False
78,1.804054092054247,0.5225667792447037,nan,nan,20,6514,46.48372409787799,45.3943334824625,10.55,False
79,1.927578654764647,0.4877885580461693,nan,nan,20,5978,42.65371966593217,40.59448640858059,9.8,False
80,1.7139088980625699,0.5564667691781993,1.8634146946088117,0.5051348606252116,20,5853,42.319223494455834,39.37559559744204,9.55,False
81,1.771375029060059,0.525173064820642,nan,nan,20,6356,45.751286257213096,44.445787806505095,10.4,False
82,1.7374997983368277,0.5387677121477472,nan,nan,20,6281,47.0783116669819,43.81295633894899,10.25,False
83,1.6327863849347337,0.5693543404386778,nan,nan,20,6474,46.76537714632561,45.71999426241249,10.6,False
84,1.60858362675246,0.5801404853128991,nan,nan,20,6264,45.18107782015023,43.78443420827605,10.3,False
85,1.665987599383887,0.556076226179319,nan,nan,20,6402,45.664174134969706,44.71397690924799,10.45,False
86,1.466937960928271,0.599040544722996,nan,nan,20,6462,47.37614123853594,46.13840350742909,10.65,False
87,1.5308547768512706,0.5914711477488903,nan,nan,20,6308,46.198436041847934,44.545802558076495,10.4,False
88,1.5567304199295384,0.5709965437788018,nan,nan,20,6944,52.07964442723801,50.10180009251199,11.2,False
89,1.546726038755335,0.5985778926955397,nan,nan,20,6188,43.96153557231761,42.97872343117349,10.2,False
90,1.451730508153403,0.6085099652008858,1.5557252767056162,0.5789414287326486,20,6322,47.669208602449295,44.87485195646379,10.4,False
91,1.4311238127072505,0.6172087806441275,nan,nan,20,6241,45.339503481490794,43.51126890458555,10.25,False
92,1.5044504507141865,0.5905897729129227,nan,nan,20,6121,42.19178755436347,41.030785292413505,9.9,False
93,1.4608356430599183,0.6053169734151329,nan,nan,20,6357,44.207812876008106,43.570556574987535,10.3,False
94,1.3445171167461,0.6314371731896689,nan,nan,20,6311,45.991235199237025,44.48631414199055,10.4,False
95,1.3498362623988305,0.6361318830727396,nan,nan,20,5884,42.68066902184603,40.12759209436901,9.7,False
96,1.369227851278134,0.632844007097919,nan,nan,20,6199,43.92171464871329,42.695894138618485,10.15,False
97,1.3733406596537927,0.633289124668435,nan,nan,20,6032,44.25859357348132,41.56562836807154,9.9,False
98,1.336719453487788,0.6414821944177094,nan,nan,20,6234,45.030956091416336,43.514885068298,10.25,False
99,1.3610330802621144,0.6273040611419152,nan,nan,20,6673,47.64864180064843,46.738972983270095,10.75,False
100,1.3656873761743327,0.6263543658381134,1.3516399550553626,0.6319264191400519,20,6276,45.80928913833552,44.43166632968104,10.4,False
101,1.3140508904686568,0.6439114391143912,nan,nan,20,6504,46.78034020305088,45.48441089849104,10.55,False
102,1.2986079523734206,0.6474203461103024,nan,nan,20,6183,45.015343154419504,42.971412311466544,10.15,False
103,1.1865608429320478,0.6770770163735598,nan,nan,20,6596,47.14390516398871,46.625110101552984,10.75,False
104,1.2555803679235351,0.6563091482649842,nan,nan,20,6340,45.682728045218255,44.42337768355249,10.4,False
105,1.1863360131420149,0.6699243379571248,nan,nan,20,6344,44.81235761805998,44.225190580068485,10.4,False
106,1.2456092529680574,0.654769630110318,nan,nan,20,6164,43.12013207566367,41.76435000426849,10.0,False
107,1.1090070639573784,0.7037732894942853,nan,nan,20,6387,46.69083407395822,45.19187457035054,10.5,False
108,1.197319162149148,0.6690151181564655,nan,nan,20,6813,48.99861276449588,48.401776677565536,11.0,False
109,1.1573356831607189,0.6885603112840467,nan,nan,20,6425,45.6612488560105,44.44274870800249,10.4,False
110,1.3219561135250915,0.6409005037783375,1.232148200027992,0.6600835120189595,20,6352,45.22694888834739,44.05922646278675,10.35,False
111,1.2063126019584354,0.6696169938847764,nan,nan,20,6214,44.2271678703781,42.77626451906154,10.15,False
112,1.2257401656303133,0.6689231738035264,nan,nan,20,6352,45.566399867616916,44.08663452528104,10.35,False
113,1.1722199666416617,0.672057352450817,nan,nan,20,5998,44.22032870823483,41.48316091849004,9.9,False
114,1.096161645376706,0.6993712772998014,nan,nan,20,6044,43.71194437031449,40.829168309552,9.8,False
115,1.0348891862571212,0.7224435590969456,nan,nan,20,6777,49.22220884856315,48.190503734095245,10.95,False
116,1.0387618176799749,0.7039194081536282,nan,nan,20,6353,46.56314758745469,44.64093559891009,10.4,False
117,1.0635521608315974,0.7002619818153799,nan,nan,20,6489,47.885163426862235,46.51001450971054,10.7,False
118,1.03286593596838,0.7158444022770398,nan,nan,20,6324,46.23147347706967,44.30316192339554,10.35,False
119,1.1673219130521089,0.677744708994709,nan,nan,20,6048,43.91398116132739,41.9371825890835,10.0,False
120,0.9814766897211393,0.7300476947535771,1.1279266701502315,0.6821464845954182,20,6290,44.819467019189794,43.69881428020704,10.3,False
121,1.060496448484916,0.7007203667321545,nan,nan,20,6108,44.80607914909914,41.716364380452,9.9,False
122,1.0034130029171946,0.7193909260410193,nan,nan,20,6436,45.52428382163693,44.93249440062899,10.5,False
123,1.1002527543118492,0.6903765690376569,nan,nan,20,6214,44.1379418038989,42.50497198688299,10.1,False
124,0.9866637763285813,0.7285012285012284,nan,nan,20,6512,47.23386464926705,45.837946582624596,10.6,False
125,0.9167412226905428,0.7374549032469662,nan,nan,20,6098,45.08837339425648,42.311101025597495,10.0,False
126,1.087425414998315,0.6982406534715677,nan,nan,20,6366,44.7077135384061,44.20950005026399,10.4,False
127,1.0063480381225496,0.724301279014685,nan,nan,20,6333,46.0889840261651,44.497396520311995,10.4,False
128,1.1036800272100473,0.7041880483363682,nan,nan,20,6041,43.48734985121607,41.120408718813984,9.85,False
129,0.961965601178991,0.7237324373854612,nan,nan,20,6548,47.50908069697718,46.9838953333125,10.8,False
130,0.9271709603030788,0.7373021853805577,1.0445160161640343,0.7031373434149645,20,6635,47.88294854013139,47.06159466471749,10.8,False
131,0.9483426470012593,0.7344360902255639,nan,nan,20,6650,48.59559462666423,47.76283320228909,10.9,False
132,0.9968727798997846,0.7099211563731932,nan,nan,20,6088,43.71923723759149,41.89929671820655,10.0,False
133,0.8478203302331381,0.7644402926981162,nan,nan,20,6423,46.593188867757874,45.21326212110299,10.5,False
134,0.850467231953619,0.7577266483516484,nan,nan,20,5824,42.817058659119816,39.637140674666554,9.6,False
135,0.9385491070331154,0.7434003771213074,nan,nan,20,6364,46.23938482465016,44.31353142675959,10.35,False
136,0.9684525163101605,0.7328431372549019,nan,nan,20,6120,43.70280032027601,42.38766728067349,10.1,False
137,1.0140480754336236,0.713944766450733,nan,nan,20,5866,42.25774653106319,39.767797417002036,9.65,False
138,0.8429145703233032,0.760141364474493,nan,nan,20,6508,47.18475803694715,46.36064238784054,10.7,False
139,0.9520887377797421,0.7337185694205841,nan,nan,20,6403,46.16466996235626,45.071076646646745,10.5,False
140,0.8495564192712628,0.762733312242961,0.96527105536879,0.7193883308881616,20,6322,44.00920788582749,42.994413960977994,10.2,False
141,0.9280881480541313,0.7411985604756689,nan,nan,20,6391,46.93090721256521,45.20930849235555,10.5,False
142,0.8761150021272459,0.7603838892385147,nan,nan,20,6356,44.91324449583029,43.719560647393,10.3,False
143,0.8905530360893552,0.75,nan,nan,20,5900,42.15893057097114,40.22612352054705,9.75,False
144,0.8939025587384751,0.7505141591520329,nan,nan,20,6321,46.81706991126245,44.985599353845544,10.45,False
145,0.8695623500329356,0.757302672467371,nan,nan,20,6436,45.77161285038037,44.70892107186654,10.45,False
146,0.950231178546167,0.725512715340443,nan,nan,20,6095,43.08437266365874,41.22625617171724,9.9,False
147,0.9422109275174,0.7369179068650984,nan,nan,20,6249,44.464284924216855,43.111070574888004,10.2,False
148,0.83348037716934,0.7639685895499849,nan,nan,20,6622,48.50140885688823,47.19446052142005,10.8,False
149,0.8800003311845467,0.7494086106292382,nan,nan,20,6341,45.61040099547537,44.12421646505009,10.35,False
150,0.890947588122065,0.7516259448057655,0.9044796440432107,0.7366550050784336,20,5689,40.1136457699153,37.52833239570899,9.3,False
151,0.8268938252560294,0.7602552415679125,nan,nan,20,6582,49.64458046914912,46.84063388440653,10.7,False
152,0.8395119139280673,0.7581153482508667,nan,nan,20,6346,45.08227749149516,44.05947228347849,10.35,False
153,0.8720084176941371,0.7539901780233272,nan,nan,20,6516,47.25262885080035,46.375463158647236,10.7,False
154,0.7656691991456954,0.775843802028152,nan,nan,20,6607,49.95266068005002,48.096096399022606,10.9,False
155,0.8088994052252539,0.7684972048668202,nan,nan,20,6082,42.84283796452535,41.438689224318495,9.95,False
156,0.8134862766889899,0.7724723601986861,nan,nan,20,6241,45.86392049507082,43.7751950501456,10.25,False
157,0.8447383997165197,0.7602081034210941,nan,nan,20,6343,49.08225365059975,45.123985780531996,10.4,False
158,0.8253603529321282,0.7565170166545981,nan,nan,20,5524,39.568483061262306,36.20252235119899,9.05,False
159,0.7443206312987626,0.7860635696821516,nan,nan,20,6544,47.38233116423121,46.67392508316699,10.75,False
