round,train_loss,train_accuracy,test_loss,test_accuracy,num_fit_clients,num_fit_examples,run_completed
1,4.085221725364901,0.03789308176100629,nan,nan,20,6360,False
2,3.7785715510356743,0.057509584930821804,nan,nan,20,5999,False
3,3.78344531342611,0.061682544808654934,nan,nan,20,6193,False
4,3.835158232220837,0.05630848660858341,nan,nan,20,6198,False
5,3.786092516005807,0.05869254016223954,nan,nan,20,6287,False
6,3.7424915987456924,0.052162643771261945,nan,nan,20,6173,False
7,3.7097695175652654,0.05845576742732104,nan,nan,20,6398,False
8,3.705979424324254,0.07081476766390833,nan,nan,20,6284,False
9,3.6931662074783995,0.07146401985111663,nan,nan,20,6045,False
10,3.662285198992488,0.07174275747004398,3.6535684392436365,0.07138020539442501,20,6593,False
11,3.6087434358765353,0.08747957819694044,nan,nan,20,6733,False
12,3.621464914293874,0.07937848336429656,nan,nan,20,5921,False
13,3.5146847981465954,0.1071036537556845,nan,nan,20,6377,False
14,3.4855163946584544,0.12222222222222222,nan,nan,20,6390,False
15,3.42545566998214,0.1432319802438648,nan,nan,20,6479,False
16,3.3503434321500705,0.17535004884402475,nan,nan,20,6142,False
17,3.2681329585083807,0.20877105219276304,nan,nan,20,5997,False
18,3.1490172389952016,0.24542658248340618,nan,nan,20,6177,False
19,3.0347787361479486,0.2559887271019258,nan,nan,20,6387,False
20,2.8854173288483986,0.2970922882427307,2.9205490283591526,0.2987247488996727,20,6328,False
21,2.87352483665742,0.28605539637058264,nan,nan,20,6282,False
22,2.7445786453775916,0.32585796805980294,nan,nan,20,5886,False
23,2.625808890622939,0.3456556082148499,nan,nan,20,6330,False
24,2.502816030255332,0.3641235813366961,nan,nan,20,6344,False
25,2.4555633212429995,0.3695198329853862,nan,nan,20,6227,False
26,2.3618764592305794,0.39845201238390093,nan,nan,20,6460,False
27,2.3184296609409616,0.3947209653092006,nan,nan,20,6630,False
28,2.227525805714241,0.41913303437967114,nan,nan,20,6690,False
29,2.3445189138914277,0.3931511359894633,nan,nan,20,6074,False
30,2.0774236453627744,0.4595635430038511,2.22850149273267,0.4205507279088139,20,6232,False
31,2.10582610874118,0.44284341978866476,nan,nan,20,6246,False
32,1.897516466349678,0.49629746336852054,nan,nan,20,6347,False
33,1.8222376754882268,0.521989121989122,nan,nan,20,6435,False
34,1.8128790935400558,0.512477175897748,nan,nan,20,6572,False
35,1.9029731441908377,0.4928674467062029,nan,nan,20,6239,False
36,1.8494417085920216,0.4987042436022028,nan,nan,20,6174,False
37,1.871914502753476,0.4930509596293845,nan,nan,20,6044,False
38,1.645750700485909,0.5551430781129157,nan,nan,20,6465,False
39,1.664404017016732,0.562509878299352,nan,nan,20,6327,False
40,1.6624990362228305,0.5531453362255966,1.8209305715243416,0.5045705902268367,20,5993,False
41,1.5375075507570612,0.586707044947402,nan,nan,20,6274,False
42,1.595350412288618,0.5663045352647008,nan,nan,20,5799,False
43,1.4735513872264348,0.6080279762809792,nan,nan,20,6577,False
44,1.4424632201906287,0.6085354620816702,nan,nan,20,6514,False
45,1.5622709684266787,0.5842983651226158,nan,nan,20,5872,False
46,1.3941381304277538,0.6202473660100779,nan,nan,20,6549,False
47,1.4539248509682243,0.5926101373756514,nan,nan,20,6333,False
48,1.390672020260792,0.6163893640180377,nan,nan,20,6431,False
49,1.3314541139897447,0.631077694235589,nan,nan,20,5985,False
50,1.3092849594044267,0.6384880803011292,1.4040177650610948,0.6154497235075048,20,6376,False
51,1.2841217231770583,0.6346818810511756,nan,nan,20,5784,False
52,1.2709684319509216,0.6444621513944223,nan,nan,20,6275,False
53,1.2193804071217185,0.6619222303741746,nan,nan,20,6815,False
54,1.266548411567919,0.6504789111073769,nan,nan,20,5951,False
55,1.0476749902009792,0.7112237509051412,nan,nan,20,6905,False
56,1.0417132276620824,0.7111476389719068,nan,nan,20,6692,False
57,1.0612536965714736,0.7078580481622306,nan,nan,20,6312,False
58,1.1471623863563805,0.6814765324870553,nan,nan,20,5987,False
59,1.197313694505432,0.6754291015927014,nan,nan,20,6467,False
60,1.0926896329395597,0.6948886798369395,1.1966347581658698,0.6635255614490464,20,6378,False
61,1.076128529249352,0.6953320802005013,nan,nan,20,6384,False
62,0.9915855279687894,0.7241590214067278,nan,nan,20,6540,False
63,0.9997327977862375,0.7153001936733376,nan,nan,20,6196,False
64,1.0557668771281248,0.7057549504950495,nan,nan,20,6464,False
65,0.9647244517459156,0.7336698337292161,nan,nan,20,6736,False
66,1.1163578678554398,0.7011494252873564,nan,nan,20,5742,False
67,0.910584427054691,0.7439327940261357,nan,nan,20,6428,False
68,1.0140662583851814,0.71408,nan,nan,20,6250,False
69,0.9259192006198333,0.7317152103559871,nan,nan,20,6180,False
70,0.962662709759446,0.7283671933784801,0.9999167612155664,0.7146484595418124,20,6645,False
71,0.9458495837260389,0.7290602260411828,nan,nan,20,6459,False
72,0.8837577823335957,0.7493630573248408,nan,nan,20,6280,False
73,0.839504878666635,0.7614849187935034,nan,nan,20,6465,False
74,0.8729816936094341,0.7422365245374095,nan,nan,20,6215,False
75,0.8986985705248324,0.7487550200803212,nan,nan,20,6225,False
76,0.7983368866879995,0.7642478978511367,nan,nan,20,6422,False
77,0.78489023026277,0.7676479423250225,nan,nan,20,6658,False
78,0.7982852882426833,0.7714154129567087,nan,nan,20,6514,False
79,0.8760733207947596,0.7448979591836735,nan,nan,20,5978,False
80,0.7578631826846208,0.7768665641551341,0.9010384931156429,0.7399277733890081,20,5853,False
81,0.8209310921437715,0.7595972309628697,nan,nan,20,6356,False
82,0.7770201119006658,0.7790160802419996,nan,nan,20,6281,False
83,0.7452331655369632,0.7903923385851097,nan,nan,20,6474,False
84,0.7146003265576116,0.791507024265645,nan,nan,20,6264,False
85,0.8270236288512435,0.7596063730084348,nan,nan,20,6402,False
86,0.6209136526172687,0.8105849582172702,nan,nan,20,6462,False
87,0.7366009779155169,0.7926442612555485,nan,nan,20,6308,False
88,0.6884141475700426,0.8016993087557603,nan,nan,20,6944,False
89,0.787113013869343,0.7836134453781513,nan,nan,20,6188,False
90,0.7035166585970551,0.7942106928187282,0.8005204308101601,0.7672948877101907,20,6322,False
91,0.6740562054359212,0.7976285851626342,nan,nan,20,6241,False
92,0.7409506881887389,0.779937918640745,nan,nan,20,6121,False
93,0.7284785506531036,0.7844895390907661,nan,nan,20,6357,False
94,0.6055319576988014,0.8239581682776105,nan,nan,20,6311,False
95,0.6602233027555631,0.8052345343303875,nan,nan,20,5884,False
96,0.6751952650359615,0.802548798193257,nan,nan,20,6199,False
97,0.6888211927171648,0.8028846153846154,nan,nan,20,6032,False
98,0.6285278410948084,0.8129611806223933,nan,nan,20,6234,False
99,0.6566762354670973,0.8029372096508317,nan,nan,20,6673,False
100,0.6906507771273445,0.797163798597833,0.6968040311461633,0.797144791784223,20,6276,False
101,0.6093586957961926,0.8167281672816729,nan,nan,20,6504,False
102,0.646072448403747,0.8112566715186803,nan,nan,20,6183,False
103,0.5505120877431804,0.8382352941176471,nan,nan,20,6596,False
104,0.6170023606167607,0.8176656151419558,nan,nan,20,6340,False
105,0.5799901344323669,0.8245586380832283,nan,nan,20,6344,False
106,0.6167149955598973,0.8161907852044127,nan,nan,20,6164,False
107,0.5563517614367358,0.8346641615782058,nan,nan,20,6387,False
108,0.5719714582788774,0.8253339204462058,nan,nan,20,6813,False
109,0.5611235949501453,0.8370428015564202,nan,nan,20,6425,False
110,0.6769948512625409,0.8077770780856424,0.6589476242384003,0.8083737727118835,20,6352,False
111,0.6469433201038698,0.8160605085291278,nan,nan,20,6214,False
112,0.6434930336628795,0.8118702770780857,nan,nan,20,6352,False
113,0.6079340658080198,0.8172724241413805,nan,nan,20,5998,False
114,0.5529605684029019,0.837028457974851,nan,nan,20,6044,False
115,0.5275323969504818,0.8458019772760809,nan,nan,20,6777,False
116,0.5229625209987717,0.8397607429560837,nan,nan,20,6353,False
117,0.5408558756214092,0.8411157343196178,nan,nan,20,6489,False
118,0.5488954718748389,0.8342820999367488,nan,nan,20,6324,False
119,0.6080662463933337,0.8258928571428571,nan,nan,20,6048,False
120,0.5051585546216449,0.8465818759936407,0.6254602757375782,0.8131136440582327,20,6290,False
121,0.5558044495757549,0.8346430910281598,nan,nan,20,6108,False
122,0.5143963235949621,0.8424487259167185,nan,nan,20,6436,False
123,0.6043815379779478,0.8216929514000644,nan,nan,20,6214,False
124,0.5083071820767417,0.8456695331695332,nan,nan,20,6512,False
125,0.45159150492008954,0.8611020006559528,nan,nan,20,6098,False
126,0.5709687250142872,0.8298774740810556,nan,nan,20,6366,False
127,0.55467383103519,0.8326227696194537,nan,nan,20,6333,False
128,0.6050738064121123,0.8174143353749379,nan,nan,20,6041,False
129,0.493794606054724,0.8459071472205254,nan,nan,20,6548,False
130,0.4808258549468178,0.8568198944988696,0.5675682164976686,0.8337095135989167,20,6635,False
131,0.5033045320067191,0.8464661654135338,nan,nan,20,6650,False
132,0.514660218222686,0.8400131406044679,nan,nan,20,6088,False
133,0.4368404224097367,0.871399657480928,nan,nan,20,6423,False
134,0.45683083808110964,0.8597184065934066,nan,nan,20,5824,False
135,0.5096666628786373,0.8543368950345694,nan,nan,20,6364,False
136,0.5492375142592328,0.8454248366013072,nan,nan,20,6120,False
137,0.560776049742444,0.8329355608591885,nan,nan,20,5866,False
138,0.44589615568459107,0.8607867240319607,nan,nan,20,6508,False
139,0.5053678797136142,0.8433546774949242,nan,nan,20,6403,False
140,0.45420718447378033,0.8611198987662132,0.5376418778918126,0.8414964450964902,20,6322,False
141,0.527743912374091,0.8336723517446409,nan,nan,20,6391,False
142,0.49378503411492514,0.855569540591567,nan,nan,20,6356,False
143,0.4904437693445233,0.8557627118644068,nan,nan,20,5900,False
144,0.485748205058721,0.859515899383009,nan,nan,20,6321,False
145,0.47474170275694694,0.8603169670602859,nan,nan,20,6436,False
146,0.5445575704527644,0.8334700574241182,nan,nan,20,6095,False
147,0.5174536497082819,0.843975036005761,nan,nan,20,6249,False
148,0.44416430583099936,0.8666565992147387,nan,nan,20,6622,False
149,0.5028083599909101,0.8410345371392525,nan,nan,20,6341,False
150,0.5144158934987394,0.8416241870275971,0.5091357582068284,0.8462363164428394,20,5689,False
151,0.41850406608669655,0.8711637800060772,nan,nan,20,6582,False
152,0.44568935383711183,0.8709423258745667,nan,nan,20,6346,False
153,0.5042471460291419,0.8492940454266421,nan,nan,20,6516,False
154,0.4401833426533767,0.8669592856061753,nan,nan,20,6607,False
155,0.46343477020840707,0.8561328510358435,nan,nan,20,6082,False
156,0.4684065968470349,0.8602788014741227,nan,nan,20,6241,False
157,0.4709657415073414,0.8549582216616742,nan,nan,20,6343,False
158,0.4959660638304148,0.8454018826937002,nan,nan,20,5524,False
159,0.4085783391296044,0.8719437652811736,nan,nan,20,6544,False
160,0.47822399960203066,0.854891127721807,0.511542632763844,0.8453334838054396,20,6154,False
161,0.5214773098880474,0.8464942137508509,nan,nan,20,5876,False
162,0.48381871237378354,0.8572533250850604,nan,nan,20,6466,False
163,0.4555284639788002,0.861698817672682,nan,nan,20,6428,False
164,0.45360456446386566,0.8669288757784332,nan,nan,20,6102,False
165,0.4270181544193101,0.8660986001217286,nan,nan,20,6572,False
166,0.3662037480236502,0.8814367450731088,nan,nan,20,6292,False
167,0.4047657260610469,0.8748117154811715,nan,nan,20,5975,False
168,0.47494421989829805,0.8610271903323263,nan,nan,20,6289,False
169,0.45828373818182555,0.859150481604295,nan,nan,20,6333,False
170,0.4644834502370167,0.8567356735673567,0.47937683176744095,0.8554339239363503,20,6666,False
171,0.468463403318208,0.8562998405103668,nan,nan,20,6270,False
172,0.4328023599825008,0.8640180878552972,nan,nan,20,6192,False
173,0.47283406462784605,0.8537200504413619,nan,nan,20,6344,False
174,0.5273338228288672,0.845468303346225,nan,nan,20,5947,False
175,0.4464555307833467,0.8629168587674811,nan,nan,20,6507,False
176,0.4372051683154288,0.8686427457098284,nan,nan,20,6410,False
177,0.4268212106260657,0.8718804641551423,nan,nan,20,6291,False
178,0.4018385111319174,0.8791855203619909,nan,nan,20,6630,False
179,0.42623771923519244,0.8665389527458492,nan,nan,20,6264,False
180,0.4367955033363244,0.8639822447685479,0.4631550402986238,0.859778806003837,20,6308,False
181,0.4205399922177585,0.8715753424657534,nan,nan,20,6424,False
182,0.382349907353103,0.8767145135566188,nan,nan,20,6270,False
183,0.44965423687463635,0.8649782473586078,nan,nan,20,6436,False
184,0.40615297642318754,0.8724035608308606,nan,nan,20,6066,False
185,0.4394510445638804,0.8649158672747287,nan,nan,20,6359,False
186,0.4252634302362037,0.8693883935554513,nan,nan,20,6393,False
187,0.417510484067066,0.8740964868045049,nan,nan,20,5949,False
188,0.4355948933482323,0.8676730367753333,nan,nan,20,6227,False
189,0.4203551496724789,0.8659810643160301,nan,nan,20,6126,False
190,0.44942424169149453,0.8615015974440895,0.4378508638681804,0.8662679155851484,20,6260,False
191,0.4243916810442522,0.868477720722213,nan,nan,20,6037,False
192,0.3761312244944454,0.8864882831976068,nan,nan,20,6017,False
193,0.40007327299372114,0.8713295941933356,nan,nan,20,6062,False
194,0.4294165415503851,0.868641975308642,nan,nan,20,6075,False
195,0.44422544511202444,0.8609357293184394,nan,nan,20,6177,False
196,0.42888549151822264,0.8645866328793158,nan,nan,20,6314,False
197,0.3803570353790427,0.882788868723533,nan,nan,20,6612,False
198,0.4027117273408468,0.8764063534083388,nan,nan,20,6044,False
199,0.3697931623924356,0.8857656479816963,nan,nan,20,6119,False
200,0.3489247644408828,0.8930875576036866,0.4247520117925987,0.8697099650152353,20,6510,False
201,0.3849326800144483,0.8799100449775112,nan,nan,20,6670,False
202,0.42622031464920374,0.8664693307021871,nan,nan,20,6081,False
203,0.37262739767700254,0.8859092351634402,nan,nan,20,6302,False
204,0.3867116750922467,0.8751610824742269,nan,nan,20,6208,False
205,0.40274279655151374,0.8747781184444086,nan,nan,20,6197,False
206,0.3318516620090605,0.8887345679012346,nan,nan,20,6480,False
207,0.40181940984650677,0.8680624792289797,nan,nan,20,6018,False
208,0.3362453428150487,0.8996259351620948,nan,nan,20,6416,False
209,0.38330329186008794,0.8775573465592065,nan,nan,20,6452,False
210,0.3423167936852621,0.8893454652186674,0.4239309953521248,0.8676221645412482,20,6814,False
211,0.37776720969700506,0.8885385464291344,nan,nan,20,6343,False
212,0.3202973454095654,0.8937242327072835,nan,nan,20,6549,False
213,0.3633688270838255,0.8837811589511169,nan,nan,20,6178,False
214,0.38209572114942725,0.8770001616292226,nan,nan,20,6187,False
215,0.3863081867065066,0.8806496093151525,nan,nan,20,6527,False
216,0.44975481047062366,0.8645320197044335,nan,nan,20,5684,False
217,0.35021541835145303,0.888066750629723,nan,nan,20,6352,False
218,0.3836233410034908,0.8752646148835694,nan,nan,20,6141,False
219,0.43329769903660176,0.861223172502824,nan,nan,20,6197,False
220,0.3527061623319842,0.893159711327267,0.4019038022445672,0.877045480194109,20,6374,False
221,0.3457646242661167,0.888766172294099,nan,nan,20,6338,False
222,0.3461781438086247,0.8904598898645631,nan,nan,20,6719,False
223,0.3235013943258875,0.8931333127126508,nan,nan,20,6466,False
224,0.36205421355178974,0.8848818897637796,nan,nan,20,6350,False
225,0.34867176526091326,0.886117136659436,nan,nan,20,6454,False
226,0.35540731368758777,0.8833863395426321,nan,nan,20,6603,False
227,0.34526222730316775,0.8885937240577785,nan,nan,20,6023,False
228,0.3322660557458203,0.8928684127485012,nan,nan,20,6338,False
229,0.38870612099032814,0.8790667104830759,nan,nan,20,6086,False
230,0.3083138135606166,0.9024119327197715,0.4034380441815949,0.8750705337997968,20,6302,False
231,0.3357778531426683,0.897301464919044,nan,nan,20,6485,False
232,0.4430335348893258,0.8682208191678809,nan,nan,20,6177,False
233,0.32517760544454594,0.8972785905301243,nan,nan,20,6357,False
234,0.3235203322757709,0.9027118124712732,nan,nan,20,6527,False
235,0.3086667174781011,0.9024353120243531,nan,nan,20,6570,False
236,0.38098914930452943,0.8821394761754496,nan,nan,20,6338,False
237,0.34906152339412055,0.8872323552735923,nan,nan,20,6305,False
238,0.3162452988888326,0.9039066008082622,nan,nan,20,6681,False
239,0.3483936675429984,0.8942677116950976,nan,nan,20,6507,False
240,0.37824359384233136,0.8799932863376972,0.385046036393308,0.8836474438550954,20,5958,False
241,0.35102343164896427,0.8894841573549671,nan,nan,20,6533,False
242,0.35942779483821,0.8841986090894388,nan,nan,20,6183,False
243,0.37311547300882014,0.8850967007963595,nan,nan,20,6153,False
244,0.3189756247756474,0.8933123524783635,nan,nan,20,6355,False
245,0.3888745300830627,0.8804981869777708,nan,nan,20,6343,False
246,0.4337302113064268,0.8686514886164624,nan,nan,20,6281,False
247,0.3135740358197423,0.8924339106654512,nan,nan,20,6582,False
248,0.34113311749496444,0.8923459863098943,nan,nan,20,6428,False
249,0.3390623401714324,0.8940720781407882,nan,nan,20,5938,False
250,0.30234811703364056,0.898447401774398,0.38657052595504265,0.8807696648233834,20,6312,False
251,0.3441083531619774,0.8885802469135803,nan,nan,20,6480,False
252,0.33691544106957394,0.8954065797641216,nan,nan,20,6444,False
253,0.315618620741062,0.8983104877271278,nan,nan,20,6274,False
254,0.3566671868130366,0.8860699653324929,nan,nan,20,6346,False
255,0.36492643902870536,0.8825282308657465,nan,nan,20,6376,False
256,0.3452504267197855,0.8894200127469726,nan,nan,20,6276,False
257,0.34055879418984897,0.8908940397350993,nan,nan,20,6040,False
258,0.3198457328273669,0.9002440512507627,nan,nan,20,6556,False
259,0.3620355588311806,0.8896848137535817,nan,nan,20,6282,False
260,0.40039980415346665,0.882788868723533,0.37977161106521395,0.8853966820900575,20,6612,False
261,0.33644098287469815,0.8940952984011398,nan,nan,20,6317,False
262,0.3352645400390479,0.8874234573716439,nan,nan,20,6369,False
263,0.3612830303348861,0.8876456876456876,nan,nan,20,6435,False
