round,train_loss,train_accuracy,test_loss,test_accuracy,num_fit_clients,num_fit_examples,run_completed
1,4.0580458093615945,0.04238980187375211,3.8054276628777317,0.05907911070985216,20,6511,False
2,3.789581737763424,0.054577185467237825,3.780922159951127,0.04542376706917955,20,6303,False
3,3.7776814363955107,0.05473881764153894,3.794703020601237,0.056427039837490124,20,6394,False
4,3.7805013487756987,0.05774445685117244,3.7573821924836195,0.05907911070985216,20,6269,False
5,3.767031772732828,0.06459217350306459,3.716059221800019,0.05907911070985216,20,6363,False
6,3.726462130450275,0.0662677636499626,3.685328745166627,0.05907911070985216,20,6685,False
7,3.672682495865733,0.07339595605795256,3.6872765904906477,0.059756235187902046,20,6281,False
8,3.662755381730959,0.06822676334871457,3.6999722286132237,0.08238347816273558,20,6068,False
9,3.6866769847105543,0.07385328696804107,3.6974981352325327,0.05473422864236542,20,6039,False
10,3.6498842436663517,0.08196464883466291,3.681669764615063,0.10896061392619343,20,6393,True
