round,train_loss,train_accuracy,test_loss,test_accuracy,num_fit_clients,num_fit_examples,run_completed
1,4.034619393924618,0.0490622655663916,nan,nan,20,6665,False
2,3.801248810702557,0.057803468208092484,nan,nan,20,6574,False
3,3.7685213108352476,0.05309069032937284,nan,nan,20,6649,False
4,3.7193289455959215,0.05896607431340872,nan,nan,20,6190,False
5,3.7464246626633373,0.05869601467400367,nan,nan,20,5997,False
6,3.7573197482010814,0.05656144848581958,nan,nan,20,6241,False
7,3.739315882927536,0.06040878122634368,nan,nan,20,6605,False
8,3.749911663317984,0.059691482226693494,nan,nan,20,5964,False
9,3.7279657005470765,0.06223207686622321,nan,nan,20,6765,False
10,3.7438551842473795,0.05643579296816056,3.7330387395521463,0.05907911070985216,20,6627,False
11,3.7255810960568105,0.05605275553462082,nan,nan,20,6369,False
12,3.707624922234688,0.06717462292023013,nan,nan,20,6431,False
13,3.721501628139162,0.05411877394636015,nan,nan,20,6264,False
14,3.713294234059254,0.06637830643819664,nan,nan,20,6011,False
15,3.7205962904182397,0.060406885758998434,nan,nan,20,6390,False
16,3.735584853333065,0.06085976493318306,nan,nan,20,6211,False
17,3.7165230507219698,0.06599805888062116,nan,nan,20,6182,False
18,3.72099031254322,0.06220171810372256,nan,nan,20,6286,False
19,3.6944710494000668,0.061423101467772814,nan,nan,20,6268,False
20,3.702068962874236,0.059574468085106386,3.7086073251788174,0.05907911070985216,20,6345,False
21,3.6901944100826922,0.06094506595424946,nan,nan,20,5989,False
22,3.706191911192317,0.06405249179815654,nan,nan,20,6401,False
23,3.6946703402372902,0.06738627602158828,nan,nan,20,6485,False
24,3.7205008499466765,0.06967925422657607,nan,nan,20,6329,False
25,3.6935805146032505,0.06487443657437218,nan,nan,20,6212,False
26,3.6833847405510585,0.07058258642765686,nan,nan,20,6248,False
27,3.715102667590673,0.06772844272844272,nan,nan,20,6216,False
28,3.688260764055108,0.07232851143257116,nan,nan,20,6429,False
29,3.702022253829798,0.0641438995418293,nan,nan,20,5893,False
30,3.6801122404611077,0.06836563406073554,3.6816413922929265,0.09931159011398262,20,6553,False
31,3.696952329320959,0.07684979358526517,nan,nan,20,6298,False
32,3.678280884533496,0.07686249803118601,nan,nan,20,6349,False
33,3.669828484846851,0.07132041187159298,nan,nan,20,6604,False
